timestamp,open,high,low,close,volume
2024-04-15,515.1300,515.3000,503.5800,504.4500,92101447
2024-04-12,514.3700,515.8150,509.0800,510.8500,92561094
2024-04-11,515.6800,519.4800,512.0800,518.0000,70099007
2024-04-10,513.4800,516.1600,512.0900,514.1200,82652806
2024-04-09,520.5000,520.7500,514.3500,519.3200,67283576
2024-04-08,519.1500,520.1800,517.8900,518.7200,47850048
2024-04-05,514.4600,520.4400,514.0100,518.4300,73736571
2024-04-04,523.5200,523.8674,512.7550,513.0700,95643401
2024-04-03,517.7200,520.9500,517.6650,519.4100,58385823
2024-04-02,518.2400,518.9800,516.4800,518.8400,72924463
2024-04-01,523.8300,524.3800,520.9700,522.1600,61182995
2024-03-28,523.2100,524.6100,522.7800,523.0700,96294886
2024-03-27,521.7100,523.2100,519.4850,523.1700,82999777
2024-03-26,521.2300,521.5800,518.4000,518.8100,65463744
2024-03-25,519.8000,520.9500,519.6100,519.7700,48512108
2024-03-22,522.1100,522.6050,520.9700,521.2100,79070842
2024-03-21,523.3900,524.1100,521.9100,522.2000,60256112
2024-03-20,515.7700,520.6200,515.0800,520.4800,69594574
2024-03-19,512.1500,515.9950,511.1200,515.7100,60755263
2024-03-18,514.0000,515.4800,512.4400,512.8600,88893331
2024-03-15,510.2100,511.7000,508.1220,509.8300,107646297
2024-03-14,516.9700,517.1250,511.8200,514.9500,103493184
2024-03-13,517.1100,517.2900,514.4900,515.9700,54438487
2024-03-12,513.4500,517.3800,510.8600,516.7800,70833119
2024-03-11,510.4800,511.8800,508.5000,511.2800,61872913
2024-03-08,515.4600,518.2201,511.1300,511.7200,86532535
2024-03-07,513.1400,515.8900,509.8053,514.8100,58652085
2024-03-06,510.5500,512.0690,508.4200,509.7500,68382367
2024-03-05,510.2400,510.7000,504.9100,507.1800,72855623
2024-03-04,512.0300,514.2000,512.0000,512.3000,49799257
2024-03-01,508.9800,513.2900,508.5600,512.8500,76844844
2024-02-29,508.0700,509.7400,505.3500,508.0800,83924795
2024-02-28,505.3300,506.8550,504.9600,506.2600,56506634
2024-02-27,506.7000,507.1600,504.7500,506.9300,48854528
2024-02-26,508.3000,508.7500,505.8600,505.9900,50386738
2024-02-23,509.2700,510.1300,507.1000,507.8500,61321818
2024-02-22,504.0100,508.4900,503.0200,507.5000,76402535
2024-02-21,495.4200,497.3700,493.5600,497.2100,59603771
2024-02-20,497.7200,498.4100,494.4500,496.7600,71736740
2024-02-16,501.7000,502.8700,498.7500,499.5100,75532928
2024-02-15,499.2900,502.2000,498.7950,502.0100,61682960
2024-02-14,496.7900,499.0700,494.4000,498.5700,68387827
2024-02-13,494.5300,497.0900,490.7150,494.0800,113099199
2024-02-12,501.1700,503.5000,500.2400,500.9800,56502283
2024-02-09,498.8400,501.6500,498.4900,501.2000,63979375
2024-02-08,498.1000,498.7100,497.2600,498.3200,52343636
2024-02-07,496.2900,498.5300,495.3600,498.1000,70556506
2024-02-06,493.5200,494.3200,492.0500,493.9800,55918602
2024-02-05,493.6950,494.3778,490.2300,492.5500,75757102
2024-02-02,489.6500,496.0500,489.3000,494.3500,99228192
2024-02-01,484.6300,489.2300,483.8000,489.2000,91891637
2024-01-31,488.6200,489.0813,482.8600,482.8800,126011062
2024-01-30,490.5600,491.6200,490.1100,490.8900,58618386
2024-01-29,487.7300,491.4150,487.1700,491.2700,61322751
2024-01-26,487.5900,489.1200,486.5400,487.4100,76641609
2024-01-25,487.5750,488.3050,485.3900,488.0300,72524989
2024-01-24,487.8100,488.7700,484.8819,485.3900,80222006
2024-01-23,484.0100,485.1050,482.8900,484.8600,49945297
2024-01-22,484.0100,485.2200,482.7800,483.4500,75844931
2024-01-19,477.6500,482.7200,476.5374,482.4300,110834483
2024-01-18,474.0100,477.0600,472.4200,476.4900,91856248
2024-01-17,471.8200,472.7900,469.8700,472.2900,68843871
2024-01-16,475.2600,476.6098,473.0600,474.9300,85014870
2024-01-12,477.8400,478.6000,475.2300,476.6800,58026420
2024-01-11,477.5900,478.1200,472.2600,476.3500,77940723
