Order,Open,High,Low,Close,Volume
163,517.44,517.45,517.35,517.4,2639
164,517.49,517.51,517.33,517.36,8388
165,517.26,517.49,517.26,517.49,9419
166,517.22,517.31,517.21,517.26,4182
167,517.28,517.3,517.1,517.27,2081
168,517.53,517.53,517.02,517.2,6835
169,517.58,517.59,517.45,517.45,510
170,517.46,517.63,517.44,517.59,2774
171,517.5,517.5,517.28,517.35,2325
172,517.68,517.68,517.5,517.52,987
173,517.53,517.68,517.53,517.6,1913
174,517.455,517.6,517.41,517.55,731
175,517.61,517.61,517.38,517.43,1285
176,517.58,517.69,517.52,517.61,434
177,517.81,517.81,517.55,517.62,1031
178,517.66,517.85,517.66,517.77,1328
179,517.85,517.92,517.66,517.66,1085
180,517.82,517.9,517.76,517.83,2340
181,518.02,518.1,517.85,517.89,1700
182,518.12,518.2,518,518.12,727
183,518,518.1,517.94,518.08,1289
184,518.24,518.24,517.97,517.97,998
185,518.31,518.39,518.24,518.39,710
186,518.46,518.46,518.31,518.37,1903
187,518.56,518.6,518.5,518.56,3092
188,518.41,518.51,518.37,518.5,2295
189,518.29,518.59,518.29,518.5,2852
190,518.39,518.42,518.2,518.27,3380
191,518.44,518.44,518.25,518.43,5548
192,518.46,518.55,518.25,518.44,4110
193,518,518,518,518,1415192
194,518.085,518.25,518.085,518.25,10280
195,518.01,518.13,517.97,518.06,6668
196,518.29,518.31,517.855,517.995,20588
197,518.29,518.3,518.23,518.27,1669
198,518.28,518.35,518.25,518.29,1061
199,518.3,518.33,518.23,518.28,1040
200,518.355,518.41,518.3,518.3,738
201,518.365,518.4,518.35,518.38,128
202,518.35,518.41,518.33,518.35,2516
203,518.38,518.4,518.32,518.32,3430
204,518.36,518.375,518.32,518.375,6489
205,518.35,518.44,518.33,518.36,4123
206,518.32,518.35,518.32,518.35,368
207,518.31,518.35,518.285,518.35,466
208,518.325,518.355,518.26,518.31,725
209,518.32,518.33,518.22,518.29,4440
210,518.315,518.34,518.29,518.31,2568
211,518,518.36,518,518.295,1415519
212,518.38,518.4,518.33,518.399,6735
213,518.38,518.51,518.36,518.395,4526
214,518.275,518.36,518.24,518.36,5983
215,518.25,518.35,518.24,518.25,9127
216,518.11,518.26,518.11,518.25,9476
217,518.05,518.1,518.01,518.1,20920
218,518.055,518.09,518.02,518.035,820
219,518.07,518.1,518.03,518.055,5325
220,518.07,518.09,518.05,518.08,1670
221,518.1,518.1,518.05,518.09,4947
222,518.05,518.1,518.01,518.09,2035
223,518.02,518.05,518,518.01,12415
224,518.035,518.1,518.02,518.02,2718
225,518.01,518.07,518,518.035,18126
226,518.04,518.07,518.01,518.07,550
227,518.115,518.12,518,518.04,10787
228,518.185,518.2,518.1,518.12,5961
229,518.13,518.2,518,518.18,24266
230,518.05,518.18,518.04,518.13,5380
231,518.14,518.165,483.619,518.09,20584
232,518.13,518.16,518.09,518.11,27575
233,518.23,518.23,518.11,518.14,12276
234,518.18,518.28,518.18,518.22,63318
235,518.24,518.265,518.18,518.215,36477
236,518.24,518.3,518.2,518.24,28347
237,518.15,518.31,518,518.24,51321
238,518.12,518.224,518,518.135,334240
239,518,518.25,518,518.15,4641852
240,518.01,518.26,518,518.23,216846
241,518.05,518.181,517.81,518.04,5553527
242,518.61,518.765,517.97,518.05,5306442
243,518.87,518.87,518.4,518.615,1862999
244,519.17,519.39,518.83,518.87,1527422
245,518.935,519.22,518.88,519.17,947945
246,518.95,518.97,518.815,518.938,510447
247,518.915,519,518.7,518.94,469971
248,518.87,519.055,518.72,518.91,494541
249,518.62,519.01,518.545,518.87,340573
250,518.71,518.91,518.51,518.62,523097
251,519.01,519.165,518.68,518.7,442208
252,518.8,519.23,518.79,519.015,436700
253,518.69,519.01,518.68,518.8,702926
254,518.74,518.97,518.68,518.689,397273
255,518.975,519.04,518.54,518.75,860423
256,519.33,519.38,518.835,518.98,647481
257,519.42,519.48,519.18,519.34,1264439
258,519.32,519.465,519.195,519.42,468813
259,519.07,519.37,518.96,519.33,492205
260,518.91,519.27,518.88,519.08,557058
261,518.715,518.93,518.65,518.92,319414
262,518.71,519.04,518.68,518.72,481674
263,519.03,519.08,518.66,518.71,706834
264,518.335,519.27,518.335,519.02,1004035
265,518.005,518.54,517.92,518.33,779167
266,517.98,518.13,517.863,518,460904
267,517.94,518.11,517.68,517.98,476528
268,517.72,517.95,517.53,517.94,565882
269,517.22,517.8,516.96,517.7,727968
270,517.57,517.65,517.205,517.21,694434
271,517.52,517.83,517.52,517.57,670472
272,517.55,517.91,517.48,517.51,740845
273,517.48,517.86,517.21,517.545,1252836
274,516.98,517.52,516.76,517.49,876428
275,516.55,517.085,516.528,516.97,741414
276,516.15,516.86,516.04,516.54,1195204
277,515.3,516.335,514.88,516.16,1099373
278,515.37,515.52,515.158,515.29,605538
279,515.58,515.65,515.36,515.375,444229
280,515.17,515.595,515.13,515.585,443140
281,515.07,515.35,514.982,515.16,464307
282,515.15,515.26,514.88,515.04,443768
283,514.84,515.175,514.73,515.16,369333
284,515.495,515.5,514.81,514.84,932106
285,515.29,515.52,515.02,515.49,422601
286,515.11,515.32,514.95,515.29,380944
287,514.97,515.16,514.88,515.13,592139
288,515.125,515.24,514.92,514.97,649287
289,515.33,515.5,514.92,515.12,1042349
290,514.49,515.45,514.49,515.34,880639
291,514.29,514.56,514.27,514.495,472609
292,513.89,514.49,513.88,514.29,574865
293,514.11,514.55,513.88,513.9,692716
294,513.77,514.215,513.69,514.14,403406
295,513.57,513.97,513.415,513.77,474028
296,513.799,513.873,513.48,513.57,561265
297,513.73,514.23,513.7,513.8,458774
298,513.53,514.12,513.53,513.72,513627
299,513.31,513.775,513.31,513.52,412463
300,513.725,513.75,513.2,513.3,519664
301,513.23,513.92,513.15,513.73,714366
302,513.58,513.65,513.14,513.22,458277
303,513.521,513.74,513.33,513.54,430470
304,513.45,513.82,513.45,513.525,686758
305,513.39,513.62,513.24,513.44,610247
306,512.87,513.49,512.79,513.38,564590
307,512.57,513.4,512.451,512.865,1004451
308,512.92,512.97,512.35,512.57,659737
309,512.3,513.01,512.25,512.91,741308
310,513.08,513.11,512.08,512.31,958154
311,513.22,513.41,512.68,513.1,978697
312,513.81,513.95,513.04,513.24,1118092
313,514.62,514.69,513.59,513.79,995419
314,514.71,515.01,514.32,514.61,544035
315,514.55,514.9,514.26,514.71,673884
316,514.37,514.83,514.23,514.535,878390
317,514.55,514.99,514.09,514.365,1231154
318,515.41,515.45,514.5,514.55,787826
319,515.68,515.87,514.82,515.39,1789511
320,515.52,515.75,515.33,515.71,121843
321,515.58,515.68,515.45,515.54,21888
322,515.7,515.89,515.39,515.53,39695
323,515.61,516.031,515.59,515.695,141847
324,515.14,515.73,515.07,515.62,89509
325,515.07,515.38,514.82,515.1,57620
326,515.3,515.45,514.791,515.06,63170
327,515.08,515.4,514.85,515.26,71394
328,514.33,515.15,514.12,515.07,96059
329,515.13,515.25,514.22,514.29,107147
330,514.43,515.34,514.1,515.13,218487
331,511.99,514.51,511.3,514.4,459232
332,512.04,514.12,511.74,512.09,51772
333,512.335,512.48,511.91,512.03,18211
334,512.27,512.59,512,512.32,17368
335,512.38,512.38,512.12,512.22,27137
336,512.1,514.12,512.01,512.4,29520
337,514.467,514.74,511.75,512.18,63844
338,512.22,512.27,511.98,512.1,33934
339,512.14,512.3,511.7,512.21,81840
340,512.52,512.55,512.12,512.14,34841
341,512.64,512.7,512.4,512.53,14076
342,512.71,512.75,512.5,512.65,26640
343,512.8,512.92,512.59,512.74,12682
344,513.1,513.13,512.81,512.83,24684
345,512.73,513.14,512.56,513.09,12628
346,512.96,512.99,512.69,512.7,38266
347,513.1,513.21,512.85,512.94,21133
348,513.17,513.17,512.95,513.04,6531
349,513.27,513.45,513.08,513.15,5689
350,513.31,513.31,513.14,513.2,4633
351,513.27,513.31,513.1,513.29,2337
352,513.29,513.29,513.1,513.22,3479
353,512.98,513.36,512.98,513.36,2448
354,513.29,513.35,512.97,512.97,3631
355,513.22,513.39,513.22,513.3,936
356,513.02,513.32,513.02,513.3,6569
357,513.05,513.07,512.89,513.04,1243
358,513.06,513.09,512.94,513.03,5566
359,512.99,513.17,512.97,512.97,2811
360,513.21,513.21,512.88,513.02,2388
361,513.39,513.4,513.14,513.14,431
362,513.21,513.3,513.11,513.3,782
363,513.3,513.32,513.16,513.32,1101
364,513.49,513.59,513.3,513.3,679
365,513.49,513.53,513.36,513.46,1595
366,513.43,513.75,513.42,513.51,2890
367,513.35,513.54,513.32,513.45,1050
368,513.22,513.28,513.19,513.28,1693
369,513.06,513.47,512.97,513.24,2554
370,513.47,513.59,513.08,513.08,1176
371,513.27,513.64,513.22,513.55,4220
372,513.45,513.5,513.24,513.24,2566
373,513.36,513.45,513.2,513.45,4430
374,513.64,513.65,513.37,513.37,6146
375,513.87,513.87,513.55,513.71,2595
376,514.39,514.39,513.88,513.88,1135
377,514.2,514.37,514.17,514.32,545
378,514.2,514.34,514.18,514.18,471
379,514.32,514.34,514.15,514.28,5656
380,514.25,514.37,514.19,514.33,657
381,514.45,514.47,514.25,514.26,585
382,514.42,514.5,514.27,514.5,919
383,514.53,514.53,514.36,514.38,971
384,514.46,514.62,514.41,514.56,649
385,514.2,514.63,514.2,514.46,7908
386,514.12,514.12,514.12,514.12,752918
387,513.23,513.27,513.14,513.22,3935
388,513.35,513.35,513.18,513.2,2143
389,513.36,513.41,513.31,513.345,3122
390,513.29,513.38,513.27,513.35,1218
391,513.08,513.4,513.08,513.3,8493
392,513.03,513.1,513.025,513.1,1018
393,512.98,513.07,512.86,513.04,2323
394,512.99,513.11,512.96,513,3385
395,513.145,513.17,512.87,513.01,9987
396,513.26,513.26,513.06,513.145,8437
397,513.26,513.36,513.24,513.24,5511
398,513.47,513.5,513.2,513.26,15787
399,513.48,513.5,513.41,513.495,610
400,513.57,513.61,513.45,513.46,1074
401,513.63,513.67,513.54,513.55,462
402,513.56,513.67,513.56,513.63,743
403,513.565,513.63,513.53,513.57,428
404,514.12,514.12,513.465,513.57,754208
405,513.61,513.69,513.61,513.65,7792
406,513.46,513.63,513.46,513.6,16672
407,513.38,513.49,513.38,513.46,10418
408,513.33,513.43,513.31,513.36,11365
409,513.42,513.42,513.25,513.369,12515
410,513.83,513.83,513.36,513.39,32947
411,513.87,513.89,513.81,513.87,2642
412,513.855,513.89,513.82,513.88,1054
413,513.83,513.89,513.781,513.855,8346
414,513.805,513.83,513.78,513.83,9504
415,513.82,513.83,513.81,513.81,2349
416,513.84,513.85,513.81,513.82,4592
417,513.87,513.87,513.83,513.85,1216
418,513.88,513.88,513.83,513.85,3112
419,513.87,513.9,513.83,513.88,194
420,513.85,513.94,513.8,513.82,27217
421,513.94,513.94,513.77,513.86,23011
422,513.97,514,513.9,513.94,5681
423,513.79,514.12,513.75,513.99,311390
424,513.71,513.83,513.65,513.79,16351
425,513.6,513.73,513.56,513.73,36671
426,513.64,513.67,513.56,513.6,31715
427,513.461,513.65,513.46,513.63,8113
428,513.57,514.12,513.42,513.5,107238
429,513.5,513.65,513.48,513.57,112903
430,513.5,513.54,513.4,513.51,24319
431,513.42,514.12,513.35,513.5,176028
432,514.12,519.249,513.38,513.38,2740239
433,513.56,513.6,513.16,513.42,236337
434,514.16,519.249,513.39,513.58,2423640
435,514.67,515.01,514.08,514.16,4126323
436,514.67,514.79,514.245,514.68,1864522
437,514.54,515,514.34,514.65,1564246
438,513.5,514.61,513.5,514.55,999267
439,513.69,513.96,513.455,513.48,1304996
440,514.26,514.37,513.41,513.705,1017093
441,514.76,515.07,514.21,514.26,835560
442,514.35,514.84,514.18,514.76,846691
443,514.06,514.48,513.83,514.33,1549287
444,513.239,514.09,513.17,514.07,819415
445,512.57,513.27,512.445,513.23,556589
446,512.63,513.22,512.49,512.56,607514
447,513.53,513.55,512.565,512.635,811972
448,513.92,514.18,513.34,513.55,563779
449,513.91,514.112,513.67,513.95,378479
450,513.855,514.11,513.63,513.9,498327
451,513.31,513.94,513.16,513.88,443853
452,513.19,513.54,513,513.32,408695
453,513.21,513.78,513.11,513.2,740666
454,513.73,514.26,513.08,513.22,979955
455,514.36,514.68,513.45,513.728,764200
456,514.05,514.46,513.73,514.37,532979
457,514.35,514.36,513.57,514.07,685008
458,513.78,514.55,513.21,514.365,1142791
459,513.21,514.9,513.1,513.76,1669091
460,513.11,513.305,512.62,513.23,427829
461,512.59,513.17,512.47,513.119,540481
462,512.57,513.23,512.29,512.58,795823
463,513.3,513.47,512.4,512.59,808788
464,513.88,514.25,512.72,513.3,1820126
465,514.88,515.14,513.82,513.86,1329748
466,513.54,515.02,513.39,514.89,1480229
467,512.74,513.6,512.45,513.55,834552
468,512.17,512.834,512.09,512.749,1055231
469,512.84,512.88,512.13,512.16,1256435
470,514.168,514.46,512.58,512.83,1233816
471,513.94,514.38,513.895,514.168,1012562
472,513.65,513.98,513.47,513.95,387234
473,513.36,513.71,513.32,513.66,273778
474,513.57,513.71,513.36,513.36,313705
475,513.415,513.83,513.415,513.57,618972
476,513.4,513.45,513.24,513.41,255158
477,513.26,513.575,513.25,513.395,351498
478,513.1,513.28,512.99,513.27,880234
479,513.02,513.315,513.02,513.105,310233
480,513.42,513.49,512.98,513.01,733342
481,513.65,513.81,513.26,513.43,501119
482,513.34,513.715,513.095,513.64,486090
483,513.36,513.42,513.11,513.35,533400
484,513.26,513.45,513.15,513.37,378147
485,513.15,513.52,513.02,513.26,508171
486,513.51,513.55,513,513.13,625569
487,514.01,514.089,513.405,513.5,463325
488,514.49,514.53,513.66,514.005,602438
489,513.88,514.49,513.86,514.485,575420
490,513.61,514.14,513.61,513.88,495014
491,513.875,514,513.48,513.62,570678
492,514.065,514.075,513.54,513.87,1046811
493,513.92,514.33,513.81,514.065,671342
494,514.47,514.53,513.875,513.911,659536
495,514.42,514.525,513.97,514.46,939270
496,515.11,515.29,514.37,514.41,686493
497,515.268,515.5,514.82,515.09,687057
498,515.96,516.03,515.25,515.26,1138508
499,515.3,516.16,515.18,515.955,1216814
500,514.66,515.57,514.56,515.28,1070394
501,514.69,515.13,514.56,514.67,810208
502,514.86,515.01,514.51,514.69,811625
503,514.17,515.045,513.73,514.865,1057655
504,514.44,514.49,513.95,514.15,943810
505,513.57,514.87,513.475,514.46,1358914
506,514,514.22,513.41,513.56,1363058
507,514.12,514.48,513.67,513.985,1523645
508,512.78,514.3,512.72,514.125,1460952
509,514.06,514.1,512.67,512.76,1879676
510,513.47,514.16,513.06,514.051,1088097
511,513.365,513.91,512.98,513.5,1812132
512,513.48,513.66,512.76,513.39,2267342
513,512.97,513.68,512.83,513.48,132788
514,512.7,513.31,512.3,512.98,146640
515,511.73,513.13,511.73,512.75,184136
516,511.905,512.09,511.55,511.719,144963
517,512.18,512.36,511.68,511.91,184258
518,512.75,512.8,511.7,512.19,218985
519,513.04,513.07,512.36,512.74,139162
520,512.93,513.6,512.56,513.05,294277
521,511.96,519.32,511.93,512.96,369118
522,512.4,512.65,511.265,511.96,748289
523,514.15,514.28,512.1,512.5,859024
524,520.53,520.53,513.83,514.19,1181127
525,520.19,521.85,520.02,520.9,73642
526,520.21,520.25,520.09,520.185,48939
527,520.64,520.64,520.17,520.2,50566
528,520.47,520.7,520.44,520.67,38589
529,520.34,520.51,520.34,520.45,10357
530,519.883,520.38,519.32,520.33,42075
531,520.01,520.2,519.99,520.2,14510
532,520.15,520.17,519.97,520,14386
533,520.15,520.16,520.09,520.14,11920
534,520.06,520.14,520,520.14,12387
535,520.09,520.12,520.01,520.07,4774
536,519.98,520.14,519.96,520.14,4883
537,519.979,520.03,519.91,519.96,5358
538,519.99,520.03,519.9,519.97,8095
539,520.05,520.07,519.98,520.02,1231
540,520,520.11,520,520.06,11163
541,519.86,520.03,519.85,519.981,2474
542,519.87,519.96,519.81,519.82,33176
543,519.82,519.91,519.8,519.87,2194
544,519.68,519.85,519.68,519.85,460
545,519.55,519.65,519.55,519.65,260
546,519.54,519.68,519.54,519.61,1015
547,519.56,519.58,519.52,519.56,2441
548,519.56,519.58,519.41,519.58,532
549,519.5,519.53,519.49,519.52,2569
550,519.6,519.6,519.51,519.53,50
551,519.59,519.6,519.5,519.51,326
552,519.56,519.65,519.56,519.6,1232
553,519.46,519.55,519.45,519.52,526
554,519.48,519.53,519.26,519.44,454
555,519.62,519.65,519.48,519.48,713
556,519.65,519.65,519.55,519.58,295
557,519.64,519.68,519.6,519.68,311
558,519.68,519.7,519.62,519.65,395
559,519.8,519.8,519.57,519.63,646
560,519.86,519.87,519.81,519.81,360
561,520.01,520.02,519.88,519.92,135
562,519.99,520,519.93,519.99,214
563,519.98,520.05,519.84,519.95,391
564,519.99,520.03,519.98,519.98,731
565,519.85,520.06,519.83,520,188
566,520.37,520.4,519.9,519.9,810
567,520.28,520.33,520.2,520.24,680
568,519.98,520.2,519.98,520.2,387
569,519.95,520,519.91,520,311
570,519.96,520,519.94,519.96,122
571,519.92,519.96,519.9,519.96,28
572,519.91,520.05,519.9,519.92,435
573,519.8,519.98,519.8,519.98,449
574,519.97,519.97,519.78,519.78,994
575,519.86,520,519.85,520,315
576,519.78,519.86,519.78,519.86,522
577,519.89,519.99,519.74,519.75,5308
578,519.93,520.04,519.6,519.89,1432
579,519.32,519.32,519.32,519.32,886652
580,519.57,519.6,519.52,519.52,12484
581,519.55,519.6,519.53,519.59,17512
582,519.6,519.6,519.53,519.55,2036
583,519.625,519.625,519.56,519.585,2396
584,519.58,519.65,519.56,519.63,1464
585,519.59,519.59,519.55,519.575,2138
586,519.6,519.6,519.57,519.6,6531
587,519.59,519.61,519.55,519.6,624
588,519.63,519.63,519.56,519.61,244
589,519.6,519.64,519.55,519.615,456
590,519.62,519.66,519.6,519.615,250
591,519.61,519.69,519.6,519.63,9725
592,519.59,519.62,519.59,519.61,2883
593,519.59,519.61,519.53,519.609,2820
594,519.535,519.61,519.5,519.59,265
595,519.65,519.66,519.535,519.535,632
596,519.68,519.8,519.63,519.665,720
597,519.32,519.71,519.32,519.71,890246
598,519.65,519.71,519.6,519.63,3486
599,519.75,519.78,519.66,519.66,423
600,519.68,519.76,519.65,519.76,476
601,519.73,519.78,519.65,519.67,5002
602,519.67,519.78,519.67,519.76,3750
603,519.72,519.84,519.655,519.7,18246
604,519.67,519.75,519.65,519.75,5312
605,519.685,519.72,519.65,519.66,255
606,519.72,519.73,519.65,519.65,2282
607,519.66,519.73,519.62,519.71,2756
608,519.675,519.7,519.65,519.66,314
609,519.675,519.73,519.651,519.675,1075
610,519.7,519.73,519.63,519.65,2088
611,519.91,519.91,519.7,519.7,15164
612,519.85,519.92,519.85,519.895,18832
613,519.855,519.88,519.85,519.865,6843
614,519.8,519.9,519.32,519.855,11025
615,519.795,519.82,519.76,519.785,1566
616,519.84,519.905,519.32,519.79,8699
617,519.32,519.89,519.32,519.855,54970
618,519.92,519.92,519.77,519.805,25844
619,520.01,520.01,519.91,519.93,21387
620,519.92,520.079,519.91,520.02,15788
621,519.92,520.02,519.9,519.92,75632
622,519.94,519.988,519.9,519.915,43016
623,520,520.145,518.492,519.95,303617
624,520,520.03,519.32,520,130600
625,519.32,520.09,518.492,519.99,1333323
626,520.13,520.2,519.231,520,3936391
627,519.29,520.45,518.492,520.12,4197096
628,518.2,519.44,518.195,519.29,6295674
629,517.95,518.21,517.68,518.21,1128208
630,518.03,518.14,517.71,517.95,1256523
631,517.8,518.11,517.45,518.03,1661607
632,518.47,518.6,517.78,517.795,1318877
633,518.51,519.02,518.26,518.45,1779546
634,517.37,518.61,517.37,518.55,2454803
635,516.75,517.46,516.695,517.39,933637
636,516.065,516.75,516.03,516.75,437853
637,515.9,516.21,515.71,516.07,679814
638,516.32,516.46,515.77,515.915,516382
639,516.5,516.52,516.035,516.34,425538
640,516.6,516.72,516.46,516.51,291665
641,516.41,516.815,516.26,516.606,384188
642,516.48,516.7,516.295,516.4,574731
643,516.47,516.72,516.345,516.479,291628
644,516.585,516.91,516.4,516.48,426365
645,516.658,516.7,516.375,516.58,378271
646,516.76,517.02,516.53,516.65,1050501
647,517.08,517.29,516.68,516.75,357959
648,516.84,517.17,516.76,517.08,367194
649,516.991,517.06,516.73,516.84,363240
650,516.63,517.05,516.56,516.98,323482
651,516.67,516.735,516.23,516.63,406593
652,517,517.01,516.66,516.67,273878
653,516.85,517.15,516.815,516.99,368687
654,516.99,517.08,516.72,516.856,402251
655,517.48,517.64,516.87,516.99,390581
656,517.12,517.48,517.08,517.48,191918
657,517.17,517.39,517.05,517.105,237896
658,517.225,517.32,516.98,517.16,383017
659,517.24,517.64,517.12,517.23,360047
660,517.32,517.36,517,517.23,596010
661,517.4,517.48,517.155,517.3,294148
662,517.19,517.46,517.09,517.39,396867
663,516.8,517.19,516.6,517.19,481583
664,516.63,517.01,516.59,516.79,414627
665,517.41,517.5,516.575,516.64,528658
666,517.48,517.61,517.25,517.425,287638
667,517.68,517.695,517.46,517.47,233917
668,517.745,517.75,517.46,517.67,248605
669,517.26,517.78,517.26,517.745,338212
670,517.415,517.56,517.23,517.26,258512
671,517.3,517.52,517.23,517.41,304654
672,517.405,517.495,517.26,517.3,290790
673,517.11,517.64,517.005,517.405,502016
674,517.08,517.26,516.78,517.12,335039
675,516.825,517.33,516.76,517.1,768583
676,516.93,517.03,516.825,516.825,349021
677,516.98,517.045,516.58,516.925,781350
678,516.69,517.125,516.62,516.98,593115
679,515.89,516.92,515.845,516.715,810992
680,515.87,516.19,515.67,515.88,474432
681,515.96,516.195,515.78,515.87,406374
682,516.22,516.42,515.84,515.95,370467
683,516.46,516.5,515.96,516.22,536455
684,515.62,516.55,515.62,516.475,893639
685,515.93,515.97,515.55,515.6,697179
686,515.46,516.15,515.36,515.94,792630
687,515.52,515.65,515.19,515.43,846816
688,514.465,515.57,514.44,515.515,1126323
689,514.64,515.075,514.35,514.47,1249945
690,514.88,515.365,514.44,514.62,1773252
691,515.79,516.09,514.46,514.84,1689971
692,516.7,516.8,515.68,515.78,1182347
693,517.59,517.63,516.35,516.69,1867849
694,518.98,519.04,517.41,517.59,1028513
695,519.005,519.12,518.895,518.98,389429
696,519.048,519.28,518.85,519.015,609914
697,518.85,519.1,518.66,519.04,539021
698,518.91,518.98,518.66,518.85,601076
699,518.89,519.18,518.75,518.915,860758
700,518.97,519.14,518.8,518.88,562136
701,519.12,519.2,518.77,518.96,810018
702,519.82,520,519.04,519.12,877451
703,520.36,520.45,519.72,519.835,504284
704,520.1,520.54,519.84,520.36,1272831
705,520.5,520.75,520.04,520.06,1586985
706,520.44,520.6,520.27,520.52,43772
707,520.37,520.57,520.34,520.47,24281
708,520.03,520.6,520,520.34,53106
709,519.81,520.04,519.805,520.04,4470
710,519.98,519.998,519.76,519.82,11242
711,519.93,520.05,519.93,519.98,7948
712,519.98,520.05,519.9,519.95,9893
713,519.99,520.06,519.9,519.94,12698
714,520.14,520.16,518.72,519.97,7683
715,519.915,520.12,519.915,520.11,22749
716,519.92,520.06,519.88,519.915,7031
717,519.78,519.96,519.68,519.94,2939
718,519.78,519.8,519.65,519.71,10020
719,520.05,520.05,519.675,519.81,27899
720,520,520.1,519.98,520.06,20716
721,519.48,520.11,519.48,519.98,37763
722,519.58,519.62,519.48,519.49,1808
723,518.258,519.639,518,519.62,57481
724,519.12,519.5,519.11,519.5,9533
725,519.07,519.17,519,519.12,1675
726,519.15,519.16,519,519.07,905
727,519.07,519.2,519.06,519.18,7998
728,518.95,519.1,518.89,519.09,3081
729,519.1,519.14,518.97,518.97,6222
730,519.04,519.1,519.02,519.1,4429
731,519.01,519.24,518.99,519.13,4166
732,519.15,519.3,518.92,519.04,19183
733,518.77,519.16,518.71,519.12,23552
734,518.67,518.77,518.55,518.73,3982
735,518.39,518.649,518.32,518.649,10253
736,518.29,518.42,518.28,518.37,848
737,518.24,518.38,518.24,518.31,667
738,518.05,518.28,518.04,518.2,1070
739,518.06,518.2,518.01,518.12,3604
740,518.43,518.43,518.03,518.03,4820
741,518.81,518.81,518.3,518.45,3266
742,519.04,519.04,518.81,518.81,958
743,519.2,519.2,519.05,519.12,1752
744,519.13,519.2,519.13,519.2,809
745,519.08,519.16,519.08,519.1,2909
746,519.06,519.18,519.03,519.06,535
747,519.03,519.1,518.99,519.1,2563
748,519.25,519.25,519.01,519.03,499
749,519.16,519.24,519.14,519.14,4150
750,519.03,519.16,518.99,519.16,271
751,518.87,519.04,518.87,519.04,3271
752,519,519,518.87,518.88,302
753,519.04,519.04,518.95,519,535
754,519.05,519.05,518.95,518.95,369
755,518.99,519.05,518.99,519.05,2091
756,518.78,518.99,518.78,518.99,223
757,518.67,518.76,518.65,518.76,737
758,518.72,518.9,518.58,518.58,2025
759,518.7,518.7,518.58,518.58,137
760,518.72,518.75,518.69,518.7,283
761,518.55,518.68,518.55,518.67,359
762,518.59,518.59,518.35,518.51,158
763,518.57,518.63,518.53,518.53,348
764,518.51,518.6,518.51,518.57,467
765,518.7,518.7,518.5,518.5,941
766,518.67,518.71,518.63,518.68,257
767,518.56,518.72,518.56,518.67,696
768,518.42,518.6,518.42,518.6,389
769,518.44,518.45,518.29,518.45,2018
770,518.51,518.51,518.33,518.45,1503
771,518.32,519.08,518.19,518.53,4663
772,518.72,518.72,518.72,518.72,979829
773,518.89,518.89,518.77,518.81,3625
774,518.97,518.97,518.87,518.9,2013
775,518.92,518.99,518.9,518.97,252
776,518.9,518.94,518.84,518.91,1367
777,518.905,518.92,518.89,518.91,862
778,518.88,518.98,518.88,518.96,677
779,518.9,518.93,518.88,518.885,1131
780,518.99,518.99,518.9,518.9,705
781,518.975,518.99,518.92,518.98,3758
782,519.02,519.02,518.975,518.99,107
783,519.01,519.04,518.97,519,1102
784,519.04,519.08,519.01,519.01,2024
785,519.02,519.07,519.015,519.045,1717
786,519.01,519.05,518.97,519.035,449
787,519.01,519.02,518.96,518.96,1010
788,518.99,519.045,518.95,518.95,5694
789,519.03,519.03,518.95,518.99,613
790,518.72,519.03,518.72,519.01,979898
791,518.98,519.04,518.98,519.02,643
792,487.593,519.03,487.593,519.019,460
793,519,519.06,518.88,519.03,3261
794,519.01,519.02,518.96,519,345
795,519.065,519.09,518.96,519,2097
796,518.96,519.2,518.96,519.055,12441
797,518.895,518.98,518.87,518.965,1389
798,518.9,518.93,518.86,518.895,1199
799,518.83,518.93,518.83,518.9,727
800,518.855,518.88,518.83,518.85,355
801,518.86,518.88,518.83,518.855,541
802,518.89,518.97,518.83,518.89,1586
803,518.925,518.99,518.72,518.915,8668
804,518.98,518.98,518.9,518.92,1920
805,518.94,518.98,518.9,518.94,681
806,518.945,518.98,518.9,518.98,852
807,518.865,519,518.84,518.9,12082
808,518.99,518.99,518.85,518.865,8911
809,518.94,518.97,518.91,518.95,1551
810,518.91,518.94,518.881,518.925,473
811,518.95,518.98,518.9,518.91,11231
812,518.86,518.96,518.86,518.95,68457
813,518.89,518.89,518.85,518.865,14522
814,518.88,518.9,518.845,518.89,61741
815,518.93,518.94,518.86,518.875,10114
816,518.91,519,518.9,518.915,9790
817,519,519.03,518.611,518.925,288494
818,518.72,519.05,518.72,519.01,1150465
819,518.85,519.05,518.363,518.417,2153410
820,518.66,518.97,518.419,518.95,3594399
821,518.56,518.71,518.23,518.67,5983262
822,518.86,518.89,518.36,518.55,1974246
823,518.61,518.93,518.57,518.87,689671
824,519.09,519.13,518.48,518.62,827428
825,519.62,519.64,519.02,519.085,562403
826,519.25,519.7,519.2,519.62,617776
827,518.93,519.28,518.9,519.255,286634
828,519.16,519.24,518.855,518.93,498834
829,519.12,519.17,518.96,519.16,244835
830,519.13,519.25,519.02,519.12,368773
831,519.13,519.16,518.74,519.13,432657
832,519.26,519.38,519.075,519.13,356248
833,519.01,519.26,519.01,519.255,274418
834,519.03,519.09,518.83,519.01,279062
835,518.89,519.065,518.67,519.04,361487
