open,high,low,close,volume
519.99,520.03,519.9,519.97,8095
520.05,520.07,519.98,520.02,1231
520.0,520.11,520.0,520.06,11163
519.86,520.03,519.85,519.981,2474
519.87,519.96,519.81,519.82,33176
519.82,519.91,519.8,519.87,2194
519.68,519.85,519.68,519.85,460
519.55,519.65,519.55,519.65,260
519.54,519.68,519.54,519.61,1015
519.56,519.58,519.52,519.56,2441
519.56,519.58,519.41,519.58,532
519.5,519.53,519.49,519.52,2569
519.6,519.6,519.51,519.53,50
519.59,519.6,519.5,519.51,326
519.56,519.65,519.56,519.6,1232
519.46,519.55,519.45,519.52,526
519.48,519.53,519.26,519.44,454
519.62,519.65,519.48,519.48,713
519.65,519.65,519.55,519.58,295
519.64,519.68,519.6,519.68,311
519.68,519.7,519.62,519.65,395
519.8,519.8,519.57,519.63,646
519.86,519.87,519.81,519.81,360
520.01,520.02,519.88,519.92,135
519.99,520.0,519.93,519.99,214
519.98,520.05,519.84,519.95,391
519.99,520.03,519.98,519.98,731
519.85,520.06,519.83,520.0,188
520.37,520.4,519.9,519.9,810
520.28,520.33,520.2,520.24,680
519.98,520.2,519.98,520.2,387
519.95,520.0,519.91,520.0,311
519.96,520.0,519.94,519.96,122
519.92,519.96,519.9,519.96,28
519.91,520.05,519.9,519.92,435
519.8,519.98,519.8,519.98,449
519.97,519.97,519.78,519.78,994
519.86,520.0,519.85,520.0,315
519.78,519.86,519.78,519.86,522
519.89,519.99,519.74,519.75,5308
519.93,520.04,519.6,519.89,1432
519.32,519.32,519.32,519.32,886652
519.57,519.6,519.52,519.52,12484
519.55,519.6,519.53,519.59,17512
519.6,519.6,519.53,519.55,2036
519.625,519.625,519.56,519.585,2396
519.58,519.65,519.56,519.63,1464
519.59,519.59,519.55,519.575,2138
519.6,519.6,519.57,519.6,6531
519.59,519.61,519.55,519.6,624
519.63,519.63,519.56,519.61,244
519.6,519.64,519.55,519.615,456
519.62,519.66,519.6,519.615,250
519.61,519.69,519.6,519.63,9725
519.59,519.62,519.59,519.61,2883
519.59,519.61,519.53,519.609,2820
519.535,519.61,519.5,519.59,265
519.65,519.66,519.535,519.535,632
519.68,519.8,519.63,519.665,720
519.32,519.71,519.32,519.71,890246
519.65,519.71,519.6,519.63,3486
519.75,519.78,519.66,519.66,423
519.68,519.76,519.65,519.76,476
519.73,519.78,519.65,519.67,5002
519.67,519.78,519.67,519.76,3750
519.72,519.84,519.655,519.7,18246
519.67,519.75,519.65,519.75,5312
519.685,519.72,519.65,519.66,255
519.72,519.73,519.65,519.65,2282
519.66,519.73,519.62,519.71,2756
519.675,519.7,519.65,519.66,314
519.675,519.73,519.651,519.675,1075
519.7,519.73,519.63,519.65,2088
519.91,519.91,519.7,519.7,15164
519.85,519.92,519.85,519.895,18832
519.855,519.88,519.85,519.865,6843
519.8,519.9,519.32,519.855,11025
519.795,519.82,519.76,519.785,1566
519.84,519.905,519.32,519.79,8699
519.32,519.89,519.32,519.855,54970
519.92,519.92,519.77,519.805,25844
520.01,520.01,519.91,519.93,21387
519.92,520.079,519.91,520.02,15788
519.92,520.02,519.9,519.92,75632
519.94,519.988,519.9,519.915,43016
520.0,520.145,518.492,519.95,303617
520.0,520.03,519.32,520.0,130600
519.32,520.09,518.492,519.99,1333323
520.13,520.2,519.231,520.0,3936391
519.29,520.45,518.492,520.12,4197096
518.2,519.44,518.195,519.29,6295674
517.95,518.21,517.68,518.21,1128208
518.03,518.14,517.71,517.95,1256523
517.8,518.11,517.45,518.03,1661607
518.47,518.6,517.78,517.795,1318877
518.51,519.02,518.26,518.45,1779546
517.37,518.61,517.37,518.55,2454803
516.75,517.46,516.695,517.39,933637
516.065,516.75,516.03,516.75,437853
515.9,516.21,515.71,516.07,679814
516.32,516.46,515.77,515.915,516382
516.5,516.52,516.035,516.34,425538
516.6,516.72,516.46,516.51,291665
516.41,516.815,516.26,516.606,384188
516.48,516.7,516.295,516.4,574731
516.47,516.72,516.345,516.479,291628
516.585,516.91,516.4,516.48,426365
516.658,516.7,516.375,516.58,378271
516.76,517.02,516.53,516.65,1050501
517.08,517.29,516.68,516.75,357959
516.84,517.17,516.76,517.08,367194
516.991,517.06,516.73,516.84,363240
516.63,517.05,516.56,516.98,323482
516.67,516.735,516.23,516.63,406593
517.0,517.01,516.66,516.67,273878
516.85,517.15,516.815,516.99,368687
516.99,517.08,516.72,516.856,402251
517.48,517.64,516.87,516.99,390581
517.12,517.48,517.08,517.48,191918
517.17,517.39,517.05,517.105,237896
517.225,517.32,516.98,517.16,383017
517.24,517.64,517.12,517.23,360047
517.32,517.36,517.0,517.23,596010
517.4,517.48,517.155,517.3,294148
517.19,517.46,517.09,517.39,396867
516.8,517.19,516.6,517.19,481583
516.63,517.01,516.59,516.79,414627
517.41,517.5,516.575,516.64,528658
517.48,517.61,517.25,517.425,287638
517.68,517.695,517.46,517.47,233917
517.745,517.75,517.46,517.67,248605
517.26,517.78,517.26,517.745,338212
517.415,517.56,517.23,517.26,258512
517.3,517.52,517.23,517.41,304654
517.405,517.495,517.26,517.3,290790
517.11,517.64,517.005,517.405,502016
517.08,517.26,516.78,517.12,335039
516.825,517.33,516.76,517.1,768583
516.93,517.03,516.825,516.825,349021
516.98,517.045,516.58,516.925,781350
516.69,517.125,516.62,516.98,593115
515.89,516.92,515.845,516.715,810992
515.87,516.19,515.67,515.88,474432
515.96,516.195,515.78,515.87,406374
516.22,516.42,515.84,515.95,370467
516.46,516.5,515.96,516.22,536455
515.62,516.55,515.62,516.475,893639
515.93,515.97,515.55,515.6,697179
515.46,516.15,515.36,515.94,792630
515.52,515.65,515.19,515.43,846816
514.465,515.57,514.44,515.515,1126323
514.64,515.075,514.35,514.47,1249945
514.88,515.365,514.44,514.62,1773252
515.79,516.09,514.46,514.84,1689971
516.7,516.8,515.68,515.78,1182347
517.59,517.63,516.35,516.69,1867849
518.98,519.04,517.41,517.59,1028513
519.005,519.12,518.895,518.98,389429
519.048,519.28,518.85,519.015,609914
518.85,519.1,518.66,519.04,539021
518.91,518.98,518.66,518.85,601076
518.89,519.18,518.75,518.915,860758
518.97,519.14,518.8,518.88,562136
519.12,519.2,518.77,518.96,810018
519.82,520.0,519.04,519.12,877451
520.36,520.45,519.72,519.835,504284
520.1,520.54,519.84,520.36,1272831
520.5,520.75,520.04,520.06,1586985
520.44,520.6,520.27,520.52,43772
520.37,520.57,520.34,520.47,24281
520.03,520.6,520.0,520.34,53106
519.81,520.04,519.805,520.04,4470
519.98,519.998,519.76,519.82,11242
519.93,520.05,519.93,519.98,7948
519.98,520.05,519.9,519.95,9893
519.99,520.06,519.9,519.94,12698
520.14,520.16,518.72,519.97,7683
519.915,520.12,519.915,520.11,22749
519.92,520.06,519.88,519.915,7031
519.78,519.96,519.68,519.94,2939
519.78,519.8,519.65,519.71,10020
520.05,520.05,519.675,519.81,27899
520.0,520.1,519.98,520.06,20716
519.48,520.11,519.48,519.98,37763
519.58,519.62,519.48,519.49,1808
518.258,519.639,518.0,519.62,57481
519.12,519.5,519.11,519.5,9533
519.07,519.17,519.0,519.12,1675
519.15,519.16,519.0,519.07,905
519.07,519.2,519.06,519.18,7998
518.95,519.1,518.89,519.09,3081
519.1,519.14,518.97,518.97,6222
519.04,519.1,519.02,519.1,4429
519.01,519.24,518.99,519.13,4166
519.15,519.3,518.92,519.04,19183
518.77,519.16,518.71,519.12,23552
518.67,518.77,518.55,518.73,3982
518.39,518.649,518.32,518.649,10253
518.29,518.42,518.28,518.37,848
518.24,518.38,518.24,518.31,667
518.05,518.28,518.04,518.2,1070
518.06,518.2,518.01,518.12,3604
518.43,518.43,518.03,518.03,4820
518.81,518.81,518.3,518.45,3266
519.04,519.04,518.81,518.81,958
519.2,519.2,519.05,519.12,1752
519.13,519.2,519.13,519.2,809
519.08,519.16,519.08,519.1,2909
519.06,519.18,519.03,519.06,535
519.03,519.1,518.99,519.1,2563
519.25,519.25,519.01,519.03,499
519.16,519.24,519.14,519.14,4150
519.03,519.16,518.99,519.16,271
518.87,519.04,518.87,519.04,3271
519.0,519.0,518.87,518.88,302
519.04,519.04,518.95,519.0,535
519.05,519.05,518.95,518.95,369
518.99,519.05,518.99,519.05,2091
518.78,518.99,518.78,518.99,223
518.67,518.76,518.65,518.76,737
518.72,518.9,518.58,518.58,2025
518.7,518.7,518.58,518.58,137
518.72,518.75,518.69,518.7,283
518.55,518.68,518.55,518.67,359
518.59,518.59,518.35,518.51,158
518.57,518.63,518.53,518.53,348
518.51,518.6,518.51,518.57,467
518.7,518.7,518.5,518.5,941
518.67,518.71,518.63,518.68,257
518.56,518.72,518.56,518.67,696
518.42,518.6,518.42,518.6,389
518.44,518.45,518.29,518.45,2018
518.51,518.51,518.33,518.45,1503
518.32,519.08,518.19,518.53,4663
518.72,518.72,518.72,518.72,979829
518.89,518.89,518.77,518.81,3625
518.97,518.97,518.87,518.9,2013
518.92,518.99,518.9,518.97,252
518.9,518.94,518.84,518.91,1367
518.905,518.92,518.89,518.91,862
518.88,518.98,518.88,518.96,677
518.9,518.93,518.88,518.885,1131
518.99,518.99,518.9,518.9,705
518.975,518.99,518.92,518.98,3758
519.02,519.02,518.975,518.99,107
519.01,519.04,518.97,519.0,1102
519.04,519.08,519.01,519.01,2024
519.02,519.07,519.015,519.045,1717
519.01,519.05,518.97,519.035,449
519.01,519.02,518.96,518.96,1010
518.99,519.045,518.95,518.95,5694
519.03,519.03,518.95,518.99,613
518.72,519.03,518.72,519.01,979898
518.98,519.04,518.98,519.02,643
487.593,519.03,487.593,519.019,460
519.0,519.06,518.88,519.03,3261
519.01,519.02,518.96,519.0,345
519.065,519.09,518.96,519.0,2097
518.96,519.2,518.96,519.055,12441
518.895,518.98,518.87,518.965,1389
518.9,518.93,518.86,518.895,1199
518.83,518.93,518.83,518.9,727
518.855,518.88,518.83,518.85,355
518.86,518.88,518.83,518.855,541
518.89,518.97,518.83,518.89,1586
518.925,518.99,518.72,518.915,8668
518.98,518.98,518.9,518.92,1920
518.94,518.98,518.9,518.94,681
518.945,518.98,518.9,518.98,852
518.865,519.0,518.84,518.9,12082
518.99,518.99,518.85,518.865,8911
518.94,518.97,518.91,518.95,1551
518.91,518.94,518.881,518.925,473
518.95,518.98,518.9,518.91,11231
518.86,518.96,518.86,518.95,68457
518.89,518.89,518.85,518.865,14522
518.88,518.9,518.845,518.89,61741
518.93,518.94,518.86,518.875,10114
518.91,519.0,518.9,518.915,9790
519.0,519.03,518.611,518.925,288494
518.72,519.05,518.72,519.01,1150465
518.85,519.05,518.363,518.417,2153410
518.66,518.97,518.419,518.95,3594399
518.56,518.71,518.23,518.67,5983262
518.86,518.89,518.36,518.55,1974246
518.61,518.93,518.57,518.87,689671
519.09,519.13,518.48,518.62,827428
519.62,519.64,519.02,519.085,562403
519.25,519.7,519.2,519.62,617776
518.93,519.28,518.9,519.255,286634
519.16,519.24,518.855,518.93,498834
519.12,519.17,518.96,519.16,244835
519.13,519.25,519.02,519.12,368773
519.13,519.16,518.74,519.13,432657
519.26,519.38,519.075,519.13,356248
519.01,519.26,519.01,519.255,274418
519.03,519.09,518.83,519.01,279062
518.89,519.065,518.67,519.04,361487
518.89,518.969,518.78,518.885,226781
519.0,519.05,518.78,518.88,316560
519.17,519.2,519.0,519.005,254540
519.01,519.41,518.98,519.18,313099
519.27,519.397,518.94,518.99,320316
519.3,519.48,519.25,519.27,200337
519.405,519.45,519.18,519.271,238014
519.045,519.41,519.01,519.41,1217823
519.31,519.46,518.96,519.05,574699
519.01,519.4,518.99,519.31,326514
518.79,519.03,518.73,519.02,251710
518.905,518.91,518.65,518.795,278278
518.94,519.04,518.69,518.905,334848
519.12,519.13,518.84,518.97,276169
519.28,519.285,519.055,519.115,197981
519.1,519.28,518.92,519.275,211579
518.981,519.16,518.894,519.09,268547
519.06,519.13,518.79,518.995,534535
519.125,519.22,518.97,519.05,371767
519.21,519.27,519.076,519.14,199210
519.43,519.46,519.18,519.2,283014
519.07,519.44,519.005,519.44,378491
518.97,519.1,518.92,519.06,192203
519.1,519.19,518.86,518.97,242369
518.71,519.21,518.69,519.1,608592
518.86,518.96,518.65,518.72,268851
518.56,518.875,518.46,518.86,397882
518.06,518.68,518.06,518.56,644141
518.37,518.468,517.89,518.06,570139
518.24,518.585,518.11,518.362,358149
518.5,518.58,518.041,518.25,361600
518.45,518.78,518.36,518.5,446455
518.73,518.74,518.285,518.455,452027
518.7,518.78,518.28,518.73,410090
518.79,518.905,518.57,518.701,365778
519.04,519.04,518.44,518.8,582391
519.073,519.16,518.815,519.04,344126
519.33,519.35,518.55,519.09,889100
519.5,519.51,519.185,519.34,396643
519.86,519.88,519.385,519.525,328121
519.61,519.91,519.45,519.865,295909
519.775,519.82,519.56,519.62,273989
519.79,520.01,519.65,519.77,315129
519.772,519.88,519.59,519.76,297193
519.99,520.13,519.33,519.78,855859
520.12,520.18,519.82,519.99,481629
519.95,520.169,519.92,520.11,435554
519.74,519.95,519.705,519.95,407282
519.83,519.88,519.545,519.725,442326
519.8,519.94,519.75,519.83,487839
519.53,520.12,519.49,519.8,874737
519.17,519.58,519.08,519.537,826997
518.69,519.18,518.68,519.16,459904
518.75,518.98,518.52,518.67,496057
518.645,518.93,518.455,518.77,444635
518.46,518.86,518.2,518.635,526137
518.84,518.9,518.28,518.46,497648
518.78,519.07,518.71,518.83,396288
518.72,518.92,518.44,518.77,560564
518.7,519.075,518.67,518.73,736877
518.28,518.89,517.98,518.68,784182
518.97,518.97,518.23,518.27,896759
519.15,519.39,518.91,518.965,1242217
519.79,519.81,519.08,519.15,54091
519.66,519.83,519.6,519.81,21537
519.72,519.81,519.59,519.67,8260
519.685,519.73,519.59,519.7,17898
519.79,519.81,519.63,519.685,25492
519.81,519.95,519.7,519.82,64768
519.76,519.91,519.66,519.8,16100
519.6,519.9,515.665,519.765,42360
519.3,519.7,518.43,519.59,25979
519.27,519.38,519.26,519.27,56917
519.23,519.41,519.15,519.295,26182
519.17,519.23,518.98,519.2,13992
518.951,519.19,518.95,519.16,8774
519.22,519.22,518.94,518.95,21799
518.84,519.24,518.43,519.215,39786
518.49,518.84,518.465,518.84,9926
518.675,519.1,517.77,518.5,9518
518.189,519.16,517.46,518.69,52569
518.71,518.75,518.58,518.67,5113
518.5,518.75,518.5,518.72,5499
518.29,518.43,518.15,518.43,25140
518.49,518.49,518.19,518.29,5280
518.47,518.57,518.45,518.52,10247
518.49,518.51,518.38,518.49,7652
518.76,518.76,518.5,518.56,910
518.76,518.81,518.71,518.77,1090
518.56,518.79,518.54,518.79,4907
518.749,518.79,518.59,518.6,5733
518.9,518.9,518.71,518.76,4572
518.65,518.94,518.63,518.83,15164
518.44,518.68,518.44,518.68,2173
518.32,518.47,518.32,518.4,239
518.26,518.42,518.26,518.4,5308
518.14,518.27,518.09,518.27,100
518.27,518.27,518.04,518.15,7688
518.33,518.36,518.24,518.3,1430
518.19,518.3,518.11,518.3,152
518.03,518.29,518.01,518.13,1283
517.96,518.16,517.91,518.16,23
518.07,518.07,517.85,517.91,1228
518.19,518.19,518.11,518.11,26
518.22,518.22,518.05,518.05,110
518.21,518.21,518.2,518.2,21
518.3,518.3,518.2,518.2,2554
518.35,518.35,518.25,518.3,279
518.1,518.35,518.1,518.23,1519
518.3,518.31,518.11,518.14,782
518.31,518.35,518.24,518.24,568
518.47,518.48,518.3,518.3,2082
518.15,518.4,518.11,518.39,1219
517.87,518.09,517.85,518.07,2649
517.88,518.04,517.87,517.99,1142
518.12,518.12,517.72,517.78,535
517.69,518.1,517.64,518.01,841
517.77,517.77,517.54,517.68,771
518.02,518.05,517.79,517.79,3228
518.12,518.12,518.08,518.09,139
518.19,518.25,518.09,518.15,1571
518.0,518.25,518.0,518.22,2313
517.61,517.98,517.47,517.98,2812
517.25,517.66,517.03,517.66,3759
518.09,518.09,517.08,517.25,11618
518.93,518.93,518.1,518.11,7610
518.98,518.98,518.77,518.88,3703
518.9,519.04,518.85,519.01,2424
518.83,519.07,517.5,518.92,5362
518.43,518.43,518.43,518.43,1037671
518.42,518.7,518.42,518.67,4695
518.38,518.5,518.36,518.42,1589
518.375,518.4,518.35,518.375,853
518.43,518.43,518.35,518.35,673
518.48,518.49,518.43,518.43,3678
518.46,518.5,518.43,518.49,2105
518.37,518.48,518.34,518.445,12380
518.37,518.39,518.26,518.37,76
518.39,518.39,518.25,518.39,580
518.3,518.43,518.25,518.39,9365
518.325,518.35,518.3,518.325,820
518.38,518.39,518.3,518.35,12106
518.425,518.43,518.38,518.38,5493
518.465,518.5,518.41,518.42,4853
518.459,518.48,518.43,518.455,457
518.48,518.48,518.445,518.445,370
518.422,518.48,518.42,518.455,644
518.43,518.5,518.42,518.48,1040081
518.44,518.48,518.44,518.46,455
518.44,518.46,518.42,518.45,437
518.45,518.46,518.36,518.42,76
518.41,518.46,518.35,518.36,642
518.425,518.45,518.4,518.41,654
518.38,518.44,518.35,518.44,654
518.39,518.41,518.34,518.38,3289
518.465,518.5,518.36,518.405,9279
518.475,518.5,518.45,518.465,1465
518.5,518.5,518.45,518.499,4144
518.475,518.5,518.47,518.485,1139
518.5,518.5,518.45,518.475,1960
518.42,518.5,518.31,518.5,8116
518.43,518.5,518.3,518.42,15322
518.69,518.85,518.39,518.43,30959
518.825,518.87,518.68,518.69,8315
518.745,518.85,518.7,518.825,8869
518.785,518.85,518.73,518.745,629
518.685,518.87,518.68,518.87,27898
518.69,518.76,518.43,518.71,8452
518.56,518.71,518.45,518.675,22235
518.56,518.56,518.46,518.54,24553
518.68,518.68,518.52,518.55,6912
518.63,518.79,512.916,518.67,362059
518.44,518.7,518.43,518.61,41844
518.33,518.44,518.3,518.44,73363
518.31,518.6,518.26,518.32,684027
518.43,518.62,517.978,518.3,4520777
518.31,518.47,518.2,518.26,167335
518.4,518.45,512.916,518.3,3123249
519.16,519.295,518.39,518.4,3827919
518.47,519.2,518.42,519.18,1471373
518.18,518.72,518.12,518.46,1145978
518.43,518.585,518.14,518.185,624455
518.95,518.955,518.17,518.44,715151
518.15,519.04,518.02,518.97,1058619
518.08,518.29,517.96,518.15,625552
518.29,518.325,517.825,518.085,591807
518.3,518.38,517.91,518.286,458291
517.94,518.355,517.845,518.31,623050
518.07,518.39,517.68,517.95,751534
517.88,518.12,517.71,518.08,741611
517.585,517.9,517.24,517.865,646777
517.52,517.84,517.31,517.59,527996
518.2,518.23,517.39,517.51,602587
518.49,518.69,517.75,518.2,622142
518.14,518.71,517.985,518.48,552032
517.8,518.39,517.2,518.1,662422
518.32,518.73,517.77,517.79,624241
518.62,519.28,518.3,518.32,757414
518.55,518.81,518.43,518.62,427994
518.81,519.04,518.31,518.559,964809
517.69,518.92,517.63,518.84,979695
517.8,517.885,516.97,517.68,1063911
518.245,518.31,517.43,517.81,925910
518.62,518.85,518.21,518.23,613554
518.925,518.94,518.43,518.63,620196
519.05,519.281,518.56,518.92,588720
519.53,519.54,519.03,519.04,414485
519.26,519.595,519.251,519.53,652683
519.28,519.34,519.03,519.26,394297
518.86,519.4,518.86,519.28,429004
518.82,519.055,518.79,518.86,547881
519.16,519.4,518.71,518.82,733960
519.85,519.85,519.04,519.16,818987
520.33,520.43,519.765,519.86,678347
519.77,520.44,519.71,520.34,801525
519.445,519.93,519.441,519.77,509375
519.61,519.78,519.37,519.43,507303
519.85,519.85,519.46,519.6,455067
519.52,519.857,519.37,519.85,643305
519.61,519.69,519.08,519.52,1010001
519.99,520.0,519.58,519.615,588838
519.83,520.01,519.475,519.995,769282
519.675,520.01,519.675,519.83,849014
519.62,519.836,519.54,519.67,715646
519.49,519.7,519.195,519.62,929095
519.43,519.729,519.35,519.48,610784
519.09,519.72,519.07,519.43,1199578
518.8,519.13,518.77,519.085,501053
518.86,519.195,518.76,518.8,721800
518.12,518.96,518.1,518.85,1026867
517.62,518.19,517.57,518.12,663768
517.84,517.98,517.58,517.62,961544
517.29,517.87,517.141,517.85,524111
516.99,517.34,516.835,517.29,530400
517.17,517.19,516.43,517.01,959482
517.43,517.68,517.07,517.18,588767
517.45,517.58,517.03,517.44,727089
518.05,518.08,517.4,517.45,1817785
517.45,518.091,517.36,518.06,835544
517.005,517.55,516.97,517.45,1054989
516.2,517.03,516.16,517.03,786852
515.93,516.35,515.84,516.205,496310
515.98,516.37,515.74,515.92,682581
515.46,516.1,515.19,515.98,798581
515.97,515.97,514.89,515.44,1067559
515.82,516.035,515.58,515.99,626655
516.03,516.25,515.69,515.84,528658
515.67,516.43,515.37,516.04,869607
515.81,516.26,514.99,515.67,1365181
515.92,516.08,515.45,515.82,1016163
516.25,516.4,515.81,515.92,843142
515.48,516.26,515.4,516.24,1199335
515.38,515.925,515.01,515.5,1096075
514.211,515.52,514.06,515.375,975404
514.78,515.09,514.2,514.21,1074452
514.46,515.18,514.01,514.788,1975297
514.07,514.83,514.05,514.41,69449
514.02,514.24,513.91,514.065,39999
513.87,514.34,513.87,513.99,73695
514.15,514.15,513.86,513.88,67931
514.31,518.925,513.525,514.159,74921
514.48,514.94,514.12,514.33,80570
514.99,515.11,514.26,514.439,91642
514.7,515.18,514.53,515.01,88593
515.61,515.66,513.07,514.7,97151
514.37,515.749,514.31,515.55,212443
514.83,515.13,514.04,514.475,439028
514.85,514.91,512.5,514.74,1111821
514.71,515.21,514.66,515.16,52789
514.83,514.9,514.69,514.71,60057
514.72,514.84,514.71,514.84,48148
514.77,514.84,514.68,514.7,22549
513.79,515.07,513.65,514.795,39131
514.441,515.25,513.07,514.31,56526
514.9,514.9,514.7,514.78,13674
514.99,515.04,514.9,514.9,14323
515.1,515.1,514.93,514.98,8893
515.0,515.25,514.95,515.1,13545
514.64,515.03,514.64,515.0,40499
514.59,514.66,514.56,514.65,5618
514.6,514.6,514.42,514.6,9121
514.62,514.66,514.59,514.62,63479
514.5,514.62,514.5,514.62,18003
514.63,514.64,514.51,514.51,7146
514.66,514.69,514.581,514.621,24897
514.6,514.74,514.59,514.7,9689
514.61,514.65,514.56,514.57,2767
514.55,514.69,514.55,514.61,1927
514.5,514.56,514.48,514.48,1462
514.58,514.58,514.5,514.53,253
514.43,514.57,514.38,514.55,1807
514.36,514.39,514.24,514.35,3429
514.43,514.43,514.35,514.35,2977
514.47,514.47,514.38,514.39,636
514.45,514.46,514.41,514.46,180
514.45,514.55,514.45,514.46,1914
514.5,514.56,514.4,514.45,577
514.63,514.64,514.45,514.5,1633
514.74,514.75,514.5,514.63,7704
514.55,514.69,514.54,514.69,46
514.44,514.53,514.39,514.51,268
514.56,514.57,514.46,514.46,138
514.44,514.58,514.4,514.55,3423
514.43,514.56,514.43,514.48,71
514.45,514.48,514.4,514.44,461
514.52,514.62,514.48,514.48,308
514.61,514.61,514.31,514.53,723
514.49,514.6,514.49,514.6,31
514.43,514.54,514.43,514.48,343
514.53,514.59,514.49,514.52,262
514.34,514.5,514.24,514.5,497
514.55,514.57,514.35,514.35,585
514.53,514.57,514.5,514.55,497
514.68,514.75,514.48,514.57,601
514.69,514.71,514.66,514.69,790
514.6,514.74,514.6,514.71,1033
514.36,514.54,514.34,514.5,734
514.3,514.4,514.21,514.38,627
514.39,514.46,514.18,514.36,3694
514.43,514.43,514.28,514.33,669
514.62,514.62,514.43,514.44,2872
514.42,514.67,514.1,514.6,9153
513.07,513.07,513.07,513.07,1182796
513.46,513.46,513.36,513.39,6778
513.52,513.57,513.44,513.45,4941
513.46,513.55,513.42,513.52,2575
513.675,513.68,513.4,513.475,16973
513.695,513.73,513.625,513.68,2713
513.585,513.8,513.58,513.71,2354
513.529,513.6,513.39,513.57,1981
513.45,513.53,513.375,513.515,2497
513.535,513.57,513.33,513.445,2042
513.53,513.6,513.485,513.58,1922
513.695,513.71,513.51,513.525,2027
513.44,513.72,513.28,513.71,6056
513.39,513.54,513.39,513.415,1772
513.58,513.62,513.32,513.391,1807
513.81,513.85,513.535,513.6,2862
513.625,513.84,513.57,513.825,10062
513.78,513.79,513.49,513.62,8583
513.07,513.86,513.07,513.78,1192931
513.35,513.51,513.12,513.44,11638
513.83,513.87,513.15,513.3,23382
513.95,513.99,513.81,513.845,8037
513.89,514.05,513.88,513.95,12341
513.59,513.88,513.54,513.845,9227
513.34,522.16,513.32,513.61,65581
513.275,513.35,513.23,513.33,3513
513.29,513.32,513.25,513.25,13031
513.33,513.33,513.27,513.29,1332
513.27,513.34,513.22,513.3,2768
513.34,513.39,513.26,513.265,4812
513.2,513.4,513.07,513.33,34935
513.25,513.25,513.2,513.225,11542
513.25,513.3,513.2,513.245,20919
513.25,513.29,513.195,513.25,39988
513.145,513.3,513.1,513.25,13004
513.08,513.19,513.05,513.19,34656
513.07,513.15,513.0,513.08,197147
512.99,513.1,512.89,513.1,27980
513.09,513.11,512.93,512.975,26438
513.0,513.08,512.96,513.08,19098
512.98,513.06,512.93,513.0,24130
512.805,513.03,512.77,512.99,63832
512.66,512.84,512.58,512.82,126788
512.9,512.9,512.56,512.69,91145
513.01,513.24,512.89,512.9,67324
513.45,513.48,512.84,513.01,172907
513.07,521.011,512.907,513.465,3061897
513.52,513.65,512.916,513.46,2408236
513.03,519.806,513.02,513.53,3341041
514.16,514.16,512.83,513.03,7313085
513.97,514.38,513.29,514.16,4799462
513.35,514.03,513.27,513.98,2712445
513.24,513.5,512.755,513.348,2315879
513.98,514.01,513.19,513.225,2360357
513.71,514.22,513.55,513.98,2134463
514.75,515.01,513.66,513.69,2203964
514.73,515.37,514.67,514.76,1596557
515.46,515.49,514.52,514.74,2183171
515.8,515.8,515.06,515.465,1295947
515.09,516.06,515.09,515.805,1914441
515.89,515.89,514.85,515.08,2785115
516.56,516.61,515.5,515.891,2114104
517.16,517.23,516.41,516.56,1410471
516.195,517.22,516.19,517.165,1936738
517.65,517.65,516.09,516.2,1574544
516.53,518.0,516.52,517.64,2614339
518.0,518.0,516.37,516.51,4314842
519.58,519.68,517.84,518.01,2518784
519.06,519.64,518.77,519.57,2226928
519.815,519.85,518.82,519.07,2170683
520.565,520.59,519.76,519.815,2471318
521.54,521.555,520.53,520.56,1826049
521.865,521.865,521.465,521.549,1023649
522.34,522.4,521.71,521.86,731497
522.46,522.55,522.31,522.34,601944
522.65,522.69,522.235,522.465,611708
522.98,522.985,522.5,522.655,586068
522.992,523.1,522.96,522.98,493136
523.17,523.19,522.955,523.0,310190
523.24,523.291,523.155,523.17,254562
523.28,523.32,523.19,523.24,189249
523.37,523.38,523.245,523.29,205819
523.421,523.47,523.32,523.36,243321
523.23,523.421,523.22,523.421,217069
523.44,523.44,523.2,523.24,267334
523.61,523.62,523.28,523.44,355431
523.485,523.62,523.475,523.62,436679
523.48,523.57,523.445,523.49,171095
523.51,523.58,523.41,523.485,224635
523.46,523.55,523.415,523.52,203067
523.52,523.54,523.41,523.455,224101
523.49,523.54,523.445,523.51,230905
523.49,523.6,523.41,523.49,344175
523.58,523.65,523.48,523.48,1277927
523.78,523.85,523.515,523.58,552151
523.425,523.867,523.42,523.775,977404
523.27,523.43,523.18,523.43,875969
523.22,523.31,523.15,523.26,324054
523.03,523.289,523.025,523.22,614501
523.06,523.13,522.94,523.02,277321
522.88,523.09,522.88,523.06,658438
522.805,522.905,522.77,522.872,294010
522.77,522.86,522.68,522.8,360909
522.63,522.76,522.52,522.75,266825
522.421,522.67,522.4,522.621,1052854
522.45,522.55,522.42,522.42,316252
522.61,522.71,522.36,522.46,442840
522.7,522.79,522.535,522.61,249537
522.73,522.87,522.7,522.71,289823
522.715,522.86,522.685,522.73,480234
522.89,522.89,522.67,522.705,273730
522.905,522.965,522.815,522.885,228703
522.78,522.96,522.735,522.92,319100
522.66,522.82,522.61,522.785,588372
522.92,522.95,522.62,522.66,343773
522.64,523.0,522.58,522.92,476233
522.81,522.89,522.47,522.63,581000
522.905,523.04,522.74,522.8,337520
