open,high,low,close,volume
515.04,515.28,514.89,514.89,49133
514.73,515.15,514.73,515.0,75188
514.71,514.925,510.85,514.73,100816
514.5,514.77,510.85,514.73,73936
514.52,514.71,514.37,514.48,67502
514.45,514.84,514.43,514.54,65221
514.3,515.19,514.28,514.46,138605
513.79,514.48,513.0,514.28,265026
513.87,513.98,513.77,513.797,47777
513.671,513.94,513.63,513.88,19181
513.57,513.85,513.52,513.67,45329
513.61,513.66,513.55,513.6,26161
513.48,513.685,512.15,513.58,22990
513.61,513.815,510.85,512.83,67429
513.53,513.62,513.43,513.61,69928
513.56,513.64,513.49,513.49,10923
513.78,513.78,513.53,513.55,7935
513.58,513.85,513.47,513.77,39620
513.35,513.65,513.35,513.58,13648
513.59,513.66,513.27,513.34,79359
513.21,513.78,513.21,513.58,70054
513.2,513.26,513.15,513.2,12853
513.19,513.28,513.1,513.19,11918
513.14,513.27,513.11,513.13,6439
513.04,513.25,512.86,513.16,24041
512.94,513.32,512.38,513.05,131324
513.15,513.16,512.98,512.98,12596
513.13,513.28,513.1,513.18,10216
513.06,513.16,513.05,513.14,6526
513.08,513.09,512.92,512.97,594
513.02,513.12,512.97,513.12,3649
512.89,513.09,512.83,513.05,9310
512.93,513.06,512.87,512.87,2395
513.15,513.21,512.93,512.94,2404
513.28,513.44,513.18,513.21,18578
513.3,513.3,513.15,513.2,619
513.18,513.36,513.18,513.32,1593
513.15,513.2,513.11,513.12,5092
512.98,513.1,512.98,513.05,278
513.11,513.11,512.91,512.98,918
513.28,513.33,513.16,513.27,832
513.09,513.27,513.09,513.27,728
512.84,513.09,512.79,513.09,20988
512.94,512.99,512.8,512.81,34455
512.96,513.06,512.87,512.93,326
513.11,513.15,512.81,512.92,6985
513.28,513.34,513.11,513.12,987
513.7,513.78,513.22,513.22,1522
513.64,513.8,513.62,513.71,2283
513.21,513.62,513.21,513.57,4674
513.6,513.6,513.28,513.33,3176
513.45,513.5,513.25,513.49,2301
513.46,513.56,513.29,513.51,856
513.65,513.65,513.46,513.64,478
513.49,513.71,513.49,513.61,2024
513.39,513.5,513.3,513.5,5324
513.43,513.45,513.16,513.38,3051
513.62,513.69,513.47,513.47,1944
513.53,513.71,513.53,513.66,1077
513.5,513.65,513.43,513.45,5027
513.62,513.79,513.44,513.52,5996
513.63,513.88,512.61,513.62,12370
510.85,510.85,510.85,510.85,1967878
510.17,510.17,509.75,509.98,27368
510.18,510.388,510.1,510.11,7803
510.07,510.388,510.02,510.18,7398
510.175,510.2,510.0,510.04,12240
510.21,510.388,510.1,510.195,3146
510.235,510.388,510.2,510.2,2060
510.25,510.388,510.22,510.25,1572
510.29,510.3,510.22,510.23,7051
510.37,510.39,510.29,510.3,3123
510.3,510.39,510.29,510.37,2491
510.29,510.39,510.29,510.3,958
510.315,510.38,510.25,510.34,601
510.3,510.39,510.3,510.315,516
510.33,510.39,510.3,510.39,1848
510.38,510.38,510.3,510.315,2415
510.33,510.39,510.33,510.355,575
510.39,510.39,510.31,510.355,2542
510.85,510.85,510.31,510.35,1969160
510.42,510.44,510.32,510.33,259
510.41,510.46,510.35,510.35,4118
510.44,510.47,510.41,510.46,1132
510.48,510.48,510.42,510.42,1794
510.42,510.5,510.41,510.445,2415
510.48,510.48,510.42,510.479,2950
510.5,510.55,510.4,510.479,4531
510.55,510.67,510.41,510.41,24278
510.52,510.6,510.52,510.59,1885
510.57,510.63,510.51,510.53,2216
510.57,510.65,510.57,510.63,1443
510.7,510.7,510.57,510.6,6611
510.65,510.7,510.57,510.7,7012
510.7,510.75,510.625,510.65,7095
510.705,510.75,510.65,510.7,8146
510.79,510.82,510.7,510.705,13286
510.82,510.85,510.73,510.77,17037
510.85,510.85,510.68,510.85,12543
510.74,510.77,510.65,510.69,36285
510.87,510.87,483.071,510.77,10498
510.99,510.99,510.84,510.86,20252
510.98,511.01,510.85,511.0,63970
510.92,510.98,510.91,510.97,32306
510.93,510.99,510.89,510.93,82681
510.91,510.97,510.85,510.93,78064
510.89,510.95,510.88,510.905,51117
510.85,511.05,510.85,510.885,102617
510.85,511.05,510.703,511.04,5345519
511.03,511.03,510.5,510.925,745810
510.82,518.745,510.8,511.03,4660169
510.26,510.93,510.12,510.82,5333460
510.73,510.9,509.881,510.26,3140022
510.49,510.87,510.32,510.72,1962595
509.3,510.52,509.3,510.49,1866143
509.91,509.925,509.26,509.29,1107731
509.495,510.16,509.4,509.91,974627
509.855,510.08,509.46,509.505,803032
509.59,509.97,509.51,509.845,811233
509.34,509.82,509.08,509.599,990407
509.56,509.78,509.31,509.32,659813
509.685,509.93,509.33,509.555,776045
509.62,509.797,509.22,509.685,881089
510.17,510.29,509.56,509.625,822145
509.83,510.38,509.81,510.17,545019
509.95,510.17,509.721,509.818,497347
509.835,510.45,509.64,509.945,1043287
510.24,510.42,509.76,509.83,741562
510.68,510.74,510.01,510.25,844521
510.595,510.73,510.29,510.67,841223
510.98,511.19,510.58,510.59,575333
510.86,511.33,510.78,510.988,594423
511.18,511.415,510.79,510.86,840952
510.4,511.4,510.34,511.181,806439
510.49,510.49,509.96,510.41,728583
510.6,510.97,510.46,510.49,613405
510.93,511.25,510.5,510.59,768146
510.31,511.165,510.28,510.905,1174986
509.62,510.53,509.6,510.305,1185558
509.455,509.68,509.335,509.63,660534
509.69,509.695,509.32,509.46,804205
509.82,510.06,509.47,509.7,894638
510.43,510.45,509.75,509.815,1118228
510.56,511.09,510.4,510.44,1339007
510.26,510.72,510.26,510.57,679856
510.43,510.77,510.03,510.28,954198
510.58,510.82,510.18,510.425,1336536
510.79,510.98,510.56,510.57,821113
510.56,511.075,510.56,510.85,1081582
510.69,510.99,510.48,510.56,1386530
510.93,511.07,510.62,510.69,1029424
511.59,511.71,510.57,510.925,1571609
511.8,512.02,511.27,511.59,950149
512.33,512.55,511.76,511.82,956558
511.85,512.493,511.84,512.32,915427
512.64,512.838,511.79,511.85,997226
513.17,513.23,512.64,512.64,611157
513.13,513.53,513.13,513.16,392219
513.43,513.475,512.96,513.13,461269
513.51,513.69,513.32,513.4,429012
513.91,513.99,513.34,513.5,490082
513.54,514.0,513.415,513.91,456839
513.435,513.58,513.14,513.54,488484
513.773,514.03,513.385,513.435,705515
513.53,513.81,513.42,513.78,676187
513.085,513.54,512.97,513.53,581564
513.278,513.42,512.912,513.1,675829
512.73,513.4,512.56,513.27,746846
512.52,512.96,512.39,512.725,685057
512.99,512.99,512.46,512.52,771555
512.31,513.055,512.2,512.985,940572
512.64,512.9,512.235,512.31,846704
512.535,512.7,512.02,512.65,1092499
512.84,512.95,512.46,512.54,733951
512.98,513.11,512.45,512.84,1063836
513.58,513.74,512.752,512.99,1235081
513.81,514.09,513.54,513.572,1510096
514.185,514.27,513.74,513.8,661578
514.31,514.519,514.165,514.19,676318
514.18,514.55,513.56,514.32,2017107
513.96,514.4,513.78,514.19,1125029
514.53,514.75,513.71,513.97,1924672
515.37,515.44,514.28,514.52,2647513
515.015,515.38,514.72,515.34,1167395
515.34,515.675,514.78,515.01,2147023
515.18,515.815,515.04,515.33,1517744
515.14,515.31,514.86,515.165,1005003
514.99,515.24,514.75,515.15,1216229
514.37,515.28,514.08,514.98,2074874
513.84,514.41,513.84,514.41,135957
514.24,514.38,513.78,513.85,93580
514.1,514.44,514.07,514.229,100621
513.88,514.19,513.66,514.16,67709
513.8,514.08,513.55,513.885,92283
514.24,514.25,513.44,513.8,200041
514.79,514.8,514.203,514.28,80871
514.805,514.9,514.57,514.8,60607
514.55,518.0,514.55,514.83,72521
515.72,515.849,514.53,514.6,172004
516.36,516.4,515.66,515.76,78793
516.42,516.47,516.04,516.35,55716
516.25,518.0,516.24,516.46,27559
516.63,516.67,516.24,516.24,16824
516.64,518.0,516.57,516.71,33456
516.66,516.82,516.51,516.61,14572
517.07,518.46,516.65,516.66,26417
516.18,518.75,515.58,518.22,88386
516.73,516.83,516.65,516.82,13604
517.04,517.13,516.65,516.68,13087
516.72,517.08,516.61,517.08,46466
516.6,516.71,516.42,516.69,7661
516.48,516.67,516.47,516.6,16108
516.39,516.57,516.33,516.42,18854
516.1,516.38,516.01,516.38,18879
515.88,516.1,515.85,516.1,19942
515.92,516.04,515.8,515.85,10075
515.719,516.07,515.7,515.91,62075
516.18,516.18,515.68,515.7,18854
515.93,516.25,515.83,516.19,28741
515.89,516.09,515.45,515.84,22286
516.49,516.49,515.42,515.84,36341
517.2,517.2,516.3,516.51,21108
517.25,517.27,517.2,517.2,2131
517.38,517.45,517.25,517.35,2020
517.4,517.4,517.33,517.39,8289
517.44,517.45,517.35,517.4,2639
517.49,517.51,517.33,517.36,8388
517.26,517.49,517.26,517.49,9419
517.22,517.31,517.21,517.26,4182
517.28,517.3,517.1,517.27,2081
517.53,517.53,517.02,517.2,6835
517.58,517.59,517.45,517.45,510
517.46,517.63,517.44,517.59,2774
517.5,517.5,517.28,517.35,2325
517.68,517.68,517.5,517.52,987
517.53,517.68,517.53,517.6,1913
517.455,517.6,517.41,517.55,731
517.61,517.61,517.38,517.43,1285
517.58,517.69,517.52,517.61,434
517.81,517.81,517.55,517.62,1031
517.66,517.85,517.66,517.77,1328
517.85,517.92,517.66,517.66,1085
517.82,517.9,517.76,517.83,2340
518.02,518.1,517.85,517.89,1700
518.12,518.2,518.0,518.12,727
518.0,518.1,517.94,518.08,1289
518.24,518.24,517.97,517.97,998
518.31,518.39,518.24,518.39,710
518.46,518.46,518.31,518.37,1903
518.56,518.6,518.5,518.56,3092
518.41,518.51,518.37,518.5,2295
518.29,518.59,518.29,518.5,2852
518.39,518.42,518.2,518.27,3380
518.44,518.44,518.25,518.43,5548
518.46,518.55,518.25,518.44,4110
518.0,518.0,518.0,518.0,1415192
518.085,518.25,518.085,518.25,10280
518.01,518.13,517.97,518.06,6668
518.29,518.31,517.855,517.995,20588
518.29,518.3,518.23,518.27,1669
518.28,518.35,518.25,518.29,1061
518.3,518.33,518.23,518.28,1040
518.355,518.41,518.3,518.3,738
518.365,518.4,518.35,518.38,128
518.35,518.41,518.33,518.35,2516
518.38,518.4,518.32,518.32,3430
518.36,518.375,518.32,518.375,6489
518.35,518.44,518.33,518.36,4123
518.32,518.35,518.32,518.35,368
518.31,518.35,518.285,518.35,466
518.325,518.355,518.26,518.31,725
518.32,518.33,518.22,518.29,4440
518.315,518.34,518.29,518.31,2568
518.0,518.36,518.0,518.295,1415519
518.38,518.4,518.33,518.399,6735
518.38,518.51,518.36,518.395,4526
518.275,518.36,518.24,518.36,5983
518.25,518.35,518.24,518.25,9127
518.11,518.26,518.11,518.25,9476
518.05,518.1,518.01,518.1,20920
518.055,518.09,518.02,518.035,820
518.07,518.1,518.03,518.055,5325
518.07,518.09,518.05,518.08,1670
518.1,518.1,518.05,518.09,4947
518.05,518.1,518.01,518.09,2035
518.02,518.05,518.0,518.01,12415
518.035,518.1,518.02,518.02,2718
518.01,518.07,518.0,518.035,18126
518.04,518.07,518.01,518.07,550
518.115,518.12,518.0,518.04,10787
518.185,518.2,518.1,518.12,5961
518.13,518.2,518.0,518.18,24266
518.05,518.18,518.04,518.13,5380
518.14,518.165,483.619,518.09,20584
518.13,518.16,518.09,518.11,27575
518.23,518.23,518.11,518.14,12276
518.18,518.28,518.18,518.22,63318
518.24,518.265,518.18,518.215,36477
518.24,518.3,518.2,518.24,28347
518.15,518.31,518.0,518.24,51321
518.12,518.224,518.0,518.135,334240
518.0,518.25,518.0,518.15,4641852
518.01,518.26,518.0,518.23,216846
518.05,518.181,517.81,518.04,5553527
518.61,518.765,517.97,518.05,5306442
518.87,518.87,518.4,518.615,1862999
519.17,519.39,518.83,518.87,1527422
518.935,519.22,518.88,519.17,947945
518.95,518.97,518.815,518.938,510447
518.915,519.0,518.7,518.94,469971
518.87,519.055,518.72,518.91,494541
518.62,519.01,518.545,518.87,340573
518.71,518.91,518.51,518.62,523097
519.01,519.165,518.68,518.7,442208
518.8,519.23,518.79,519.015,436700
518.69,519.01,518.68,518.8,702926
518.74,518.97,518.68,518.689,397273
518.975,519.04,518.54,518.75,860423
519.33,519.38,518.835,518.98,647481
519.42,519.48,519.18,519.34,1264439
519.32,519.465,519.195,519.42,468813
519.07,519.37,518.96,519.33,492205
518.91,519.27,518.88,519.08,557058
518.715,518.93,518.65,518.92,319414
518.71,519.04,518.68,518.72,481674
519.03,519.08,518.66,518.71,706834
518.335,519.27,518.335,519.02,1004035
518.005,518.54,517.92,518.33,779167
517.98,518.13,517.863,518.0,460904
517.94,518.11,517.68,517.98,476528
517.72,517.95,517.53,517.94,565882
517.22,517.8,516.96,517.7,727968
517.57,517.65,517.205,517.21,694434
517.52,517.83,517.52,517.57,670472
517.55,517.91,517.48,517.51,740845
517.48,517.86,517.21,517.545,1252836
516.98,517.52,516.76,517.49,876428
516.55,517.085,516.527,516.97,741414
516.15,516.86,516.04,516.54,1195204
515.3,516.335,514.88,516.16,1099373
515.37,515.52,515.157,515.29,605538
515.58,515.65,515.36,515.375,444229
515.17,515.595,515.13,515.585,443140
515.07,515.35,514.982,515.16,464307
515.15,515.26,514.88,515.04,443768
514.84,515.175,514.73,515.16,369333
515.495,515.5,514.81,514.84,932106
515.29,515.52,515.02,515.49,422601
515.11,515.32,514.95,515.29,380944
514.97,515.16,514.88,515.13,592139
515.125,515.24,514.92,514.97,649287
515.33,515.5,514.92,515.12,1042349
514.49,515.45,514.49,515.34,880639
514.29,514.56,514.27,514.495,472609
513.89,514.49,513.88,514.29,574865
514.11,514.55,513.88,513.9,692716
513.77,514.215,513.69,514.14,403406
513.57,513.97,513.415,513.77,474028
513.799,513.873,513.48,513.57,561265
513.73,514.23,513.7,513.8,458774
513.53,514.12,513.53,513.72,513627
513.31,513.775,513.31,513.52,412463
513.725,513.75,513.2,513.3,519664
513.23,513.92,513.15,513.73,714366
513.58,513.65,513.14,513.22,458277
513.521,513.74,513.33,513.54,430470
513.45,513.82,513.45,513.525,686758
513.39,513.62,513.24,513.44,610247
512.87,513.49,512.79,513.38,564590
512.57,513.4,512.451,512.865,1004451
512.92,512.97,512.35,512.57,659737
512.3,513.01,512.25,512.91,741308
513.08,513.11,512.08,512.31,958154
513.22,513.41,512.68,513.1,978697
513.81,513.95,513.04,513.24,1118092
514.62,514.69,513.59,513.79,995419
514.71,515.01,514.32,514.61,544035
514.55,514.9,514.26,514.71,673884
514.37,514.83,514.23,514.535,878390
514.55,514.99,514.09,514.365,1231154
515.41,515.45,514.5,514.55,787826
515.68,515.87,514.82,515.39,1789511
515.52,515.75,515.33,515.71,121843
515.58,515.68,515.45,515.54,21888
515.7,515.89,515.39,515.53,39695
515.61,516.031,515.59,515.695,141847
515.14,515.73,515.07,515.62,89509
515.07,515.38,514.82,515.1,57620
515.3,515.45,514.791,515.06,63170
515.08,515.4,514.85,515.26,71394
514.33,515.15,514.12,515.07,96059
515.13,515.25,514.22,514.29,107147
514.43,515.34,514.1,515.13,218487
511.99,514.51,511.3,514.4,459232
512.04,514.12,511.74,512.09,51772
512.335,512.48,511.91,512.03,18211
512.27,512.59,512.0,512.32,17368
512.38,512.38,512.12,512.22,27137
512.1,514.12,512.01,512.4,29520
514.467,514.74,511.75,512.18,63844
512.22,512.27,511.98,512.1,33934
512.14,512.3,511.7,512.21,81840
512.52,512.55,512.12,512.14,34841
512.64,512.7,512.4,512.53,14076
512.71,512.75,512.5,512.65,26640
512.8,512.92,512.59,512.74,12682
513.1,513.13,512.81,512.83,24684
512.73,513.14,512.56,513.09,12628
512.96,512.99,512.69,512.7,38266
513.1,513.21,512.85,512.94,21133
513.17,513.17,512.95,513.04,6531
513.27,513.45,513.08,513.15,5689
513.31,513.31,513.14,513.2,4633
513.27,513.31,513.1,513.29,2337
513.29,513.29,513.1,513.22,3479
512.98,513.36,512.98,513.36,2448
513.29,513.35,512.97,512.97,3631
513.22,513.39,513.22,513.3,936
513.02,513.32,513.02,513.3,6569
513.05,513.07,512.89,513.04,1243
513.06,513.09,512.94,513.03,5566
512.99,513.17,512.97,512.97,2811
513.21,513.21,512.88,513.02,2388
513.39,513.4,513.14,513.14,431
513.21,513.3,513.11,513.3,782
513.3,513.32,513.16,513.32,1101
513.49,513.59,513.3,513.3,679
513.49,513.53,513.36,513.46,1595
513.43,513.75,513.42,513.51,2890
513.35,513.54,513.32,513.45,1050
513.22,513.28,513.19,513.28,1693
513.06,513.47,512.97,513.24,2554
513.47,513.59,513.08,513.08,1176
513.27,513.64,513.22,513.55,4220
513.45,513.5,513.24,513.24,2566
513.36,513.45,513.2,513.45,4430
513.64,513.65,513.37,513.37,6146
513.87,513.87,513.55,513.71,2595
514.39,514.39,513.88,513.88,1135
514.2,514.37,514.17,514.32,545
514.2,514.34,514.18,514.18,471
514.32,514.34,514.15,514.28,5656
514.25,514.37,514.19,514.33,657
514.45,514.47,514.25,514.26,585
514.42,514.5,514.27,514.5,919
514.53,514.53,514.36,514.38,971
514.46,514.62,514.41,514.56,649
514.2,514.63,514.2,514.46,7908
514.12,514.12,514.12,514.12,752918
513.23,513.27,513.14,513.22,3935
513.35,513.35,513.18,513.2,2143
513.36,513.41,513.31,513.345,3122
513.29,513.38,513.27,513.35,1218
513.08,513.4,513.08,513.3,8493
513.03,513.1,513.025,513.1,1018
512.98,513.07,512.86,513.04,2323
512.99,513.11,512.96,513.0,3385
513.145,513.17,512.87,513.01,9987
513.26,513.26,513.06,513.145,8437
513.26,513.36,513.24,513.24,5511
513.47,513.5,513.2,513.26,15787
513.48,513.5,513.41,513.495,610
513.57,513.61,513.45,513.46,1074
513.63,513.67,513.54,513.55,462
513.56,513.67,513.56,513.63,743
513.565,513.63,513.53,513.57,428
514.12,514.12,513.465,513.57,754208
513.61,513.69,513.61,513.65,7792
513.46,513.63,513.46,513.6,16672
513.38,513.49,513.38,513.46,10418
513.33,513.43,513.31,513.36,11365
513.42,513.42,513.25,513.369,12515
513.83,513.83,513.36,513.39,32947
513.87,513.89,513.81,513.87,2642
513.855,513.89,513.82,513.88,1054
513.83,513.89,513.781,513.855,8346
513.805,513.83,513.78,513.83,9504
513.82,513.83,513.81,513.81,2349
513.84,513.85,513.81,513.82,4592
513.87,513.87,513.83,513.85,1216
513.88,513.88,513.83,513.85,3112
513.87,513.9,513.83,513.88,194
513.85,513.94,513.8,513.82,27217
513.94,513.94,513.77,513.86,23011
513.97,514.0,513.9,513.94,5681
513.79,514.12,513.75,513.99,311390
513.71,513.83,513.65,513.79,16351
513.6,513.73,513.56,513.73,36671
513.64,513.67,513.56,513.6,31715
513.461,513.65,513.46,513.63,8113
513.57,514.12,513.42,513.5,107238
513.5,513.65,513.48,513.57,112903
513.5,513.54,513.4,513.51,24319
513.42,514.12,513.35,513.5,176028
514.12,519.249,513.38,513.38,2740239
513.56,513.6,513.16,513.42,236337
514.16,519.249,513.39,513.58,2423640
514.67,515.01,514.08,514.16,4126323
514.67,514.79,514.245,514.68,1864522
514.54,515.0,514.34,514.65,1564246
513.5,514.61,513.5,514.55,999267
513.69,513.96,513.455,513.48,1304996
514.26,514.37,513.41,513.705,1017093
514.76,515.07,514.21,514.26,835560
514.35,514.84,514.18,514.76,846691
514.06,514.48,513.83,514.33,1549287
513.239,514.09,513.17,514.07,819415
512.57,513.27,512.445,513.23,556589
512.63,513.22,512.49,512.56,607514
513.53,513.55,512.565,512.635,811972
513.92,514.18,513.34,513.55,563779
513.91,514.112,513.67,513.95,378479
513.855,514.11,513.63,513.9,498327
513.31,513.94,513.16,513.88,443853
513.19,513.54,513.0,513.32,408695
513.21,513.78,513.11,513.2,740666
513.73,514.26,513.08,513.22,979955
514.36,514.68,513.45,513.728,764200
514.05,514.46,513.73,514.37,532979
514.35,514.36,513.57,514.07,685008
513.78,514.55,513.21,514.365,1142791
513.21,514.9,513.1,513.76,1669091
513.11,513.305,512.62,513.23,427829
512.59,513.17,512.47,513.119,540481
512.57,513.23,512.29,512.58,795823
513.3,513.47,512.4,512.59,808788
513.88,514.25,512.72,513.3,1820126
514.88,515.14,513.82,513.86,1329748
513.54,515.02,513.39,514.89,1480229
512.74,513.6,512.45,513.55,834552
512.17,512.834,512.09,512.749,1055231
512.84,512.88,512.13,512.16,1256435
514.168,514.46,512.58,512.83,1233816
513.94,514.38,513.895,514.168,1012562
513.65,513.98,513.47,513.95,387234
513.36,513.71,513.32,513.66,273778
513.57,513.71,513.36,513.36,313705
513.415,513.83,513.415,513.57,618972
513.4,513.45,513.24,513.41,255158
513.26,513.575,513.25,513.395,351498
513.1,513.28,512.99,513.27,880234
513.02,513.315,513.02,513.105,310233
513.42,513.49,512.98,513.01,733342
513.65,513.81,513.26,513.43,501119
513.34,513.715,513.095,513.64,486090
513.36,513.42,513.11,513.35,533400
513.26,513.45,513.15,513.37,378147
513.15,513.52,513.02,513.26,508171
513.51,513.55,513.0,513.13,625569
514.01,514.089,513.405,513.5,463325
514.49,514.53,513.66,514.005,602438
513.88,514.49,513.86,514.485,575420
513.61,514.14,513.61,513.88,495014
513.875,514.0,513.48,513.62,570678
514.065,514.075,513.54,513.87,1046811
513.92,514.33,513.81,514.065,671342
514.47,514.53,513.875,513.911,659536
514.42,514.525,513.97,514.46,939270
515.11,515.29,514.37,514.41,686493
515.268,515.5,514.82,515.09,687057
515.96,516.03,515.25,515.26,1138508
515.3,516.16,515.18,515.955,1216814
514.66,515.57,514.56,515.28,1070394
514.69,515.13,514.56,514.67,810208
514.86,515.01,514.51,514.69,811625
514.17,515.045,513.73,514.865,1057655
514.44,514.49,513.95,514.15,943810
513.57,514.87,513.475,514.46,1358914
514.0,514.22,513.41,513.56,1363058
514.12,514.48,513.67,513.985,1523645
512.78,514.3,512.72,514.125,1460952
514.06,514.1,512.67,512.76,1879676
513.47,514.16,513.06,514.051,1088097
513.365,513.91,512.98,513.5,1812132
513.48,513.66,512.76,513.39,2267342
512.97,513.68,512.83,513.48,132788
512.7,513.31,512.3,512.98,146640
511.73,513.13,511.73,512.75,184136
511.905,512.09,511.55,511.719,144963
512.18,512.36,511.68,511.91,184258
512.75,512.8,511.7,512.19,218985
513.04,513.07,512.36,512.74,139162
512.93,513.6,512.56,513.05,294277
511.96,519.32,511.93,512.96,369118
512.4,512.65,511.265,511.96,748289
514.15,514.28,512.1,512.5,859024
520.53,520.53,513.83,514.19,1181127
520.19,521.85,520.02,520.9,73642
520.21,520.25,520.09,520.185,48939
520.64,520.64,520.17,520.2,50566
520.47,520.7,520.44,520.67,38589
520.34,520.51,520.34,520.45,10357
519.883,520.38,519.32,520.33,42075
520.01,520.2,519.99,520.2,14510
520.15,520.17,519.97,520.0,14386
520.15,520.16,520.09,520.14,11920
520.06,520.14,520.0,520.14,12387
520.09,520.12,520.01,520.07,4774
519.98,520.14,519.96,520.14,4883
519.979,520.03,519.91,519.96,5358
