timestamp,open,high,low,close,volume
2024-04-15 19:55:00,156.1500,156.1500,155.7900,156.0700,4439
2024-04-15 19:50:00,155.9400,156.0800,155.9100,156.0800,2887
2024-04-15 19:45:00,155.9300,156.1500,155.9000,155.9400,658
2024-04-15 19:40:00,155.9300,156.1800,155.8300,155.9300,903
2024-04-15 19:35:00,155.8200,156.2000,155.8200,155.9900,20
2024-04-15 19:30:00,155.8900,156.1600,155.8100,155.9000,623
2024-04-15 19:25:00,155.9500,156.1000,155.7600,155.8900,1620
2024-04-15 19:20:00,155.9000,156.1000,155.9000,155.9900,102
2024-04-15 19:15:00,156.0000,156.0300,155.7200,155.9000,2893
2024-04-15 19:10:00,156.1500,156.1800,156.0000,156.0800,2750
2024-04-15 19:05:00,156.2000,156.2000,156.1000,156.1850,181
2024-04-15 19:00:00,156.0600,156.2500,156.0500,156.1300,248
2024-04-15 18:55:00,156.1950,156.2900,156.1000,156.1500,94
2024-04-15 18:50:00,156.1000,156.2900,156.1000,156.1300,265
2024-04-15 18:45:00,156.3000,156.3300,156.0000,156.0900,1728
2024-04-15 18:40:00,156.2650,156.3300,156.0000,156.3300,155
2024-04-15 18:35:00,156.2100,156.3300,156.2100,156.2500,361
2024-04-15 18:30:00,156.2000,156.3300,156.2000,156.2300,182
2024-04-15 18:25:00,156.2800,156.3300,156.0500,156.2000,95
2024-04-15 18:20:00,156.2900,156.3000,156.1690,156.1750,432
2024-04-15 18:15:00,156.3300,156.3800,156.1990,156.2000,490
2024-04-15 18:10:00,156.2850,156.3900,156.1100,156.3000,222
2024-04-15 18:05:00,156.4600,156.4600,156.1100,156.2850,150
2024-04-15 18:00:00,156.0400,156.4600,155.9200,156.4600,4532
2024-04-15 17:55:00,155.9800,156.1000,155.8200,155.9100,95
2024-04-15 17:50:00,156.1000,156.1000,155.8000,155.8800,895
2024-04-15 17:45:00,155.9000,156.1100,155.8700,156.0500,54
2024-04-15 17:40:00,156.1250,156.1250,155.8900,155.8900,2539
2024-04-15 17:35:00,156.1000,156.3300,156.0000,156.2000,215221
2024-04-15 17:30:00,156.0550,156.2000,156.0000,156.1100,329
2024-04-15 17:25:00,156.1100,156.1100,156.0600,156.0600,1964
2024-04-15 17:20:00,156.1100,156.1100,156.0700,156.0700,215
2024-04-15 17:15:00,156.1100,158.5760,156.0700,156.0900,541
2024-04-15 17:10:00,156.1100,156.1100,156.0400,156.0700,1079
2024-04-15 17:05:00,156.1500,156.2000,156.1100,156.1300,1033
2024-04-15 17:00:00,156.2000,156.2000,156.1100,156.1600,249
2024-04-15 16:55:00,155.9700,156.2100,155.9500,156.1550,5922
2024-04-15 16:50:00,155.8600,156.3300,155.8600,155.9700,350751
2024-04-15 16:45:00,155.8300,155.9300,155.8100,155.8900,3398
2024-04-15 16:40:00,155.8500,155.8600,155.7900,155.8100,5839
2024-04-15 16:35:00,156.0000,156.3300,155.8500,155.8600,1702
2024-04-15 16:30:00,155.9900,156.3300,155.9200,156.0000,55760
2024-04-15 16:25:00,155.9800,159.5250,155.9600,156.0500,1073
2024-04-15 16:20:00,156.0500,156.0850,155.9400,156.0000,5461
2024-04-15 16:15:00,156.3300,156.3300,155.5000,156.0550,3457
2024-04-15 16:10:00,156.1500,156.3300,156.0200,156.0800,18262
2024-04-15 16:05:00,156.2600,156.3300,156.0000,156.1300,10811
2024-04-15 16:00:00,156.3400,156.6600,156.1100,156.2200,5178279
2024-04-15 15:55:00,156.4700,156.5600,156.2700,156.3400,670459
2024-04-15 15:50:00,156.6400,156.7050,156.4600,156.4800,321843
2024-04-15 15:45:00,156.4500,156.7300,156.4150,156.6600,222245
2024-04-15 15:40:00,156.5200,156.5300,156.3500,156.4300,179279
2024-04-15 15:35:00,156.4100,156.5500,156.3300,156.5290,133302
2024-04-15 15:30:00,156.3600,156.5800,156.2950,156.4050,171537
2024-04-15 15:25:00,156.5200,156.5700,156.3600,156.3650,120777
2024-04-15 15:20:00,156.2300,156.5550,156.2200,156.5200,173032
2024-04-15 15:15:00,156.4200,156.5400,156.1500,156.2200,181254
2024-04-15 15:10:00,156.6050,156.6300,156.4100,156.4100,153573
2024-04-15 15:05:00,156.5100,156.6400,156.4550,156.6000,180043
2024-04-15 15:00:00,156.6500,156.7600,156.5000,156.5000,155917
2024-04-15 14:55:00,156.6300,156.8200,156.5350,156.6500,111946
2024-04-15 14:50:00,156.8700,156.9300,156.6050,156.6400,140136
2024-04-15 14:45:00,157.0000,157.0550,156.8300,156.8500,127758
2024-04-15 14:40:00,157.0600,157.2000,156.9500,156.9900,101453
2024-04-15 14:35:00,157.2200,157.3600,157.0050,157.0500,164042
2024-04-15 14:30:00,156.8500,157.2700,156.8100,157.2300,173315
2024-04-15 14:25:00,156.7300,157.0210,156.7300,156.8600,112108
2024-04-15 14:20:00,156.6400,156.8100,156.5800,156.7300,113714
2024-04-15 14:15:00,156.7900,156.8700,156.5400,156.6200,231216
2024-04-15 14:10:00,157.1800,157.1900,156.7100,156.8000,185593
2024-04-15 14:05:00,157.1000,157.2200,157.0150,157.1700,113995
2024-04-15 14:00:00,157.2900,157.3800,157.0700,157.0900,148145
2024-04-15 13:55:00,157.2400,157.5000,157.1000,157.2900,252314
2024-04-15 13:50:00,157.1600,157.3500,156.9700,157.2350,292933
2024-04-15 13:45:00,157.4000,157.5050,157.1100,157.1600,303179
2024-04-15 13:40:00,157.2400,157.5000,157.1300,157.4050,202225
2024-04-15 13:35:00,157.5950,157.6900,157.2300,157.2300,228488
2024-04-15 13:30:00,157.8200,157.8700,157.4600,157.5900,295521
2024-04-15 13:25:00,158.4200,158.5800,157.8200,157.8200,341188
2024-04-15 13:20:00,159.0600,159.0950,158.4300,158.4300,324072
2024-04-15 13:15:00,159.2900,159.3800,159.0600,159.0650,237007
2024-04-15 13:10:00,159.6600,159.6600,159.2700,159.2900,173763
2024-04-15 13:05:00,159.6500,159.7400,159.6200,159.6500,106391
2024-04-15 13:00:00,159.5000,159.7450,159.4900,159.6600,226593
2024-04-15 12:55:00,159.3700,159.5550,159.3400,159.5050,157991
2024-04-15 12:50:00,159.3090,159.3800,159.2000,159.3600,183743
2024-04-15 12:45:00,159.1800,159.3200,159.1000,159.3100,165227
2024-04-15 12:40:00,159.3700,159.4590,159.1500,159.1800,141001
2024-04-15 12:35:00,159.3400,159.5100,159.2800,159.3600,355885
2024-04-15 12:30:00,159.4150,159.4250,159.1700,159.3650,197793
2024-04-15 12:25:00,159.4700,159.5400,159.3800,159.4100,220748
2024-04-15 12:20:00,159.8600,159.9100,159.4400,159.4600,140826
2024-04-15 12:15:00,160.1800,160.2250,159.8400,159.8700,149709
2024-04-15 12:10:00,160.2450,160.2800,160.1100,160.1850,104323
2024-04-15 12:05:00,160.2400,160.2600,160.1380,160.2450,82404
2024-04-15 12:00:00,160.1550,160.2500,160.0900,160.2400,82530
2024-04-15 11:55:00,160.3000,160.3200,160.1100,160.1600,98612
2024-04-15 11:50:00,159.9500,160.3300,159.9300,160.3110,137717
2024-04-15 11:45:00,159.9100,160.0850,159.9000,159.9600,116792
2024-04-15 11:40:00,160.0200,160.0700,159.8200,159.9000,109341
2024-04-15 11:35:00,160.1500,160.1800,159.9850,160.0200,213083
2024-04-15 11:30:00,160.0700,160.1700,159.9400,160.1400,160289
2024-04-15 11:25:00,159.7700,160.1100,159.7550,160.0700,148960
2024-04-15 11:20:00,159.8100,159.8200,159.6350,159.7600,116520
2024-04-15 11:15:00,159.6600,159.8200,159.5700,159.8000,129907
2024-04-15 11:10:00,159.6500,159.7950,159.5400,159.6700,117515
2024-04-15 11:05:00,159.7400,159.8600,159.5900,159.6500,141637
2024-04-15 11:00:00,159.5400,159.8500,159.4600,159.7200,190386
2024-04-15 10:55:00,159.6750,159.8700,159.5300,159.5400,132992
2024-04-15 10:50:00,160.1600,160.3100,159.6700,159.6900,234867
