timestamp,open,high,low,close,volume
2024-04-15 19:55:00,120.7900,120.7900,120.7900,120.7900,3
2024-04-15 19:00:00,121.4200,121.4200,121.4200,121.4200,184805
2024-04-15 18:45:00,122.0100,122.0100,122.0100,122.0100,1
2024-04-15 18:30:00,121.4200,121.4200,121.4200,121.4200,184805
2024-04-15 18:00:00,126.9000,127.1100,122.0100,122.9000,9
2024-04-15 17:55:00,120.7600,120.7600,120.7600,120.7600,14
2024-04-15 17:50:00,120.7700,120.7700,120.7700,120.7700,40
2024-04-15 17:15:00,121.5000,121.5000,120.7500,120.7500,114
2024-04-15 17:10:00,120.7500,120.7500,120.7500,120.7500,1
2024-04-15 16:40:00,119.5000,119.5000,119.5000,119.5000,10
2024-04-15 16:20:00,121.4200,121.4200,121.4200,121.4200,327
2024-04-15 16:15:00,121.4200,121.4200,121.4200,121.4200,29
2024-04-15 16:10:00,121.4200,121.4200,121.4200,121.4200,184805
2024-04-15 16:05:00,119.3600,119.3600,119.3600,119.3600,1
2024-04-15 16:00:00,121.3900,121.4200,121.3900,121.4200,388767
2024-04-15 15:55:00,121.4700,121.7900,121.3500,121.4100,176214
2024-04-15 15:50:00,121.2850,121.4900,121.2400,121.4900,46316
2024-04-15 15:45:00,121.2500,121.3900,121.1600,121.3100,32885
2024-04-15 15:40:00,121.5200,121.5500,121.2850,121.2850,19202
2024-04-15 15:35:00,121.6500,121.6800,121.4740,121.5500,19658
2024-04-15 15:30:00,121.5650,121.7480,121.5650,121.6700,9120
2024-04-15 15:25:00,121.6500,121.6800,121.5500,121.5500,9364
2024-04-15 15:20:00,121.5800,121.7800,121.5650,121.6400,10720
2024-04-15 15:15:00,121.7400,121.7800,121.5300,121.5300,8653
2024-04-15 15:10:00,121.7700,121.8300,121.7000,121.7150,8467
2024-04-15 15:05:00,121.6800,121.6800,121.5600,121.6650,6116
2024-04-15 15:00:00,121.9100,121.9800,121.6900,121.7000,9994
2024-04-15 14:55:00,121.6400,121.9300,121.6400,121.8650,8966
2024-04-15 14:50:00,122.0300,122.0700,121.6400,121.6400,12150
2024-04-15 14:45:00,122.2100,122.2100,122.0500,122.0500,5559
2024-04-15 14:40:00,122.3150,122.3700,122.1600,122.2350,4808
2024-04-15 14:35:00,122.3000,122.3900,122.2800,122.2850,4662
2024-04-15 14:30:00,122.0500,122.3700,122.0200,122.2650,7253
2024-04-15 14:25:00,122.0000,122.2300,122.0000,122.1100,7216
2024-04-15 14:20:00,122.0800,122.1400,121.9200,121.9600,9699
2024-04-15 14:15:00,122.1300,122.1700,122.0800,122.0900,4811
2024-04-15 14:10:00,122.2000,122.2000,122.0900,122.1700,5660
2024-04-15 14:05:00,122.2700,122.4100,122.2200,122.2200,13602
2024-04-15 14:00:00,122.4600,122.5400,122.2600,122.2700,13899
2024-04-15 13:55:00,122.2500,122.5000,122.2200,122.5000,11904
2024-04-15 13:50:00,122.0400,122.3300,122.0400,122.2260,6363
2024-04-15 13:45:00,122.1600,122.2200,122.0100,122.0100,6422
2024-04-15 13:40:00,122.0600,122.3050,122.0600,122.1800,9637
2024-04-15 13:35:00,122.3400,122.4000,122.0210,122.0210,6648
2024-04-15 13:30:00,122.5900,122.6100,122.2750,122.3450,7395
2024-04-15 13:25:00,122.9900,122.9900,122.8000,122.8200,3370
2024-04-15 13:20:00,123.3500,123.3700,123.0400,123.1100,7348
2024-04-15 13:15:00,123.5800,123.5800,123.3600,123.3600,6256
